Data,preco,variacao,quantidade,classes
03/10/2005,31856.13,"0,86",139644692.0,+
30/09/2005,31583.79,"1,2",134155520.0,+
29/09/2005,31208.82,"-0,35",122122670.0,=
28/09/2005,31317.24,"1,43",127065128.0,+
27/09/2005,30874.94,"-0,86",126119546.0,-
26/09/2005,31141.2,"-0,49",133018132.0,=
23/09/2005,31294.11,"2,01",242241474.0,+
22/09/2005,30678.43,"-0,52",113986109.0,-
21/09/2005,30837.29,"2,59",159288135.0,+
20/09/2005,30058.99,"-0,06",179787632.0,=
19/09/2005,30076.02,"0,87",140100280.0,+
16/09/2005,29815.83,"1,53",91358289.0,+
15/09/2005,29366.24,"1,09",102836715.0,+
14/09/2005,29049.99,"0,61",106961674.0,+
13/09/2005,28873.3,"-0,73",94850652.0,-
12/09/2005,29086.48,"-0,76",61766927.0,-
09/09/2005,29307.91,"1,66",87445104.0,+
08/09/2005,28828.06,"-0,09",58772746.0,=
06/09/2005,28854.92,"1,17",87363153.0,+
05/09/2005,28522.0,"0,72",46126909.0,+
02/09/2005,28319.11,"1,28",109496238.0,+
01/09/2005,27962.19,"-0,29",102018519.0,=
31/08/2005,28044.83,"1,6",149620398.0,+
30/08/2005,27603.74,"0,8",69510819.0,+
29/08/2005,27384.83,"1,07",61089090.0,+
26/08/2005,27094.61,"-1,12",74289556.0,-
25/08/2005,27401.63,"2,58",105796003.0,+
24/08/2005,26712.38,"-0,21",96055091.0,=
23/08/2005,26769.28,"-1,8",66393159.0,-
22/08/2005,27260.68,"2,32",87557427.0,+
19/08/2005,26643.77,"-0,95",188772208.0,-
18/08/2005,26899.74,"-1,88",105879951.0,-
17/08/2005,27416.12,"1,24",231510097.0,+
16/08/2005,27080.1,"-1,08",127777679.0,-
15/08/2005,27375.02,"1,57",136160696.0,+
12/08/2005,26950.74,"1,19",133059532.0,+
11/08/2005,26633.12,"-1,78",148339148.0,-
10/08/2005,27116.92,"-0,64",143984486.0,-
09/08/2005,27291.44,"2,17",87223296.0,+
08/08/2005,26711.19,"0,73",86052249.0,+
05/08/2005,26517.92,"0,18",81666391.0,=
04/08/2005,26469.9,"-0,91",75293056.0,-
03/08/2005,26714.07,"-0,28",120846100.0,=
02/08/2005,26788.54,"1,87",111578675.0,+
01/08/2005,26298.07,"0,98",105831884.0,+
29/07/2005,26042.36,"-0,1",115050414.0,=
28/07/2005,26068.37,"2,88",144822599.0,+
27/07/2005,25337.82,"1,89",150584770.0,+
26/07/2005,24868.47,"1,38",158977792.0,+
25/07/2005,24530.79,"-3,39",218222714.0,-
22/07/2005,25391.23,"-1,75",166885888.0,-
21/07/2005,25842.37,"0,54",109495808.0,+
20/07/2005,25704.76,"1,72",130630492.0,+
19/07/2005,25270.6,"-0,2",119273000.0,=
18/07/2005,25321.08,"0,39",52167004.0,=
15/07/2005,25221.53,"-2,69",72880506.0,-
14/07/2005,25919.95,"0,25",113349703.0,=
13/07/2005,25855.91,"1,25",107276482.0,+
12/07/2005,25536.25,"2,08",94906429.0,+
11/07/2005,25015.58,"2,43",100419164.0,+
08/07/2005,24422.91,"-0,11",142731315.0,=
07/07/2005,24449.51,"-0,27",103321221.0,=
06/07/2005,24516.86,"-0,64",135926558.0,-
05/07/2005,24674.77,"-1,48",154505164.0,-
04/07/2005,25044.53,"-1,05",28090739.0,-
01/07/2005,25311.44,"1,04",51030958.0,+
30/06/2005,25051.21,"-0,3",70919480.0,=
29/06/2005,25126.36,"-0,53",53117276.0,-
28/06/2005,25261.04,"0,14",71917916.0,=
27/06/2005,25225.77,"1,24",60288286.0,+
24/06/2005,24916.91,"0,41",57685867.0,=
23/06/2005,24815.58,"-3,36",150375178.0,-
22/06/2005,25678.25,"-0,17",82464035.0,=
21/06/2005,25721.68,"-1,24",113727344.0,-
20/06/2005,26045.5,"-0,18",74115476.0,=
17/06/2005,26092.88,"1,33",151340728.0,+
16/06/2005,25750.53,"1,06",112945797.0,+
