"setor","datahora","media","negocios","quantidade_papeis","volume_financeiro"
"Construcao e Transporte",20150302,9.39,42257,15943600,147455297
"Construcao e Transporte",20150303,9.23,50980,15315700,140507057
"Construcao e Transporte",20150304,9.05,54884,18520800,190722317
"Construcao e Transporte",20150305,9.02,49951,18019300,160490967
"Construcao e Transporte",20150306,8.99,40732,16583100,141312085
"Construcao e Transporte",20150309,8.57,64095,24772900,263647438
"Construcao e Transporte",20150310,8.61,63878,32837600,279087772
"Construcao e Transporte",20150311,8.62,50087,24892800,213157221
"Construcao e Transporte",20150312,8.69,57015,23110200,182360338
"Construcao e Transporte",20150313,8.47,46969,27130800,237042356
"Construcao e Transporte",20150316,8.62,44643,19173600,185487152
"Construcao e Transporte",20150317,8.70,50853,22792000,226651653
"Construcao e Transporte",20150318,8.94,55313,21270300,210020406
"Construcao e Transporte",20150319,9.01,49320,20352700,185291260
"Construcao e Transporte",20150320,9.31,65201,33557400,325812525
"Construcao e Transporte",20150323,8.15,23734,11789300,86354091
"Construcao e Transporte",20150324,8.22,29756,12811700,87609523
"Construcao e Transporte",20150325,8.21,30441,13701000,99450191
"Construcao e Transporte",20150326,8.09,25855,10206500,84145538
"Construcao e Transporte",20150327,7.95,32838,15215400,120410253
"Construcao e Transporte",20150330,8.03,18078,9621100,61369025
"Construcao e Transporte",20150331,8.00,29797,12980600,94441325
"Construcao e Transporte",20150401,8.03,39659,12418100,99070082
"Construcao e Transporte",20150402,8.00,26484,10666000,79464126
"Construcao e Transporte",20150406,8.20,35168,12887700,98092880
"Construcao e Transporte",20150407,8.18,34716,12585800,75795954
"Construcao e Transporte",20150408,8.29,27266,14403800,91343467
"Construcao e Transporte",20150409,8.17,38682,12404100,108547465
"Construcao e Transporte",20150410,8.13,27846,11663500,81979739
"Construcao e Transporte",20150413,8.14,26951,11597000,76071846
"Construcao e Transporte",20150414,8.16,31586,12813000,85897133
"Construcao e Transporte",20150415,8.19,28977,13768400,87724413
"Construcao e Transporte",20150416,8.24,28808,11952400,82921659
"Construcao e Transporte",20150417,8.10,30924,10949500,80112193
"Construcao e Transporte",20150420,7.99,18291,9047900,60031550
"Construcao e Transporte",20150422,7.99,31095,10763600,68835577
"Construcao e Transporte",20150423,8.14,20046,8941000,62348196
"Construcao e Transporte",20150424,8.24,24651,11120700,72127028
"Construcao e Transporte",20150427,8.15,30687,13574300,95279028
"Construcao e Transporte",20150428,7.97,32479,12601300,88464984
"Construcao e Transporte",20150429,7.77,35429,13252500,99129015
"Construcao e Transporte",20150430,7.76,31670,16702400,93664263
"Construcao e Transporte",20150504,7.82,27994,12861000,96296768
"Construcao e Transporte",20150505,7.84,20262,9379900,66908796
"Construcao e Transporte",20150506,7.73,25639,10281700,69127188
"Construcao e Transporte",20150507,7.65,24083,11206500,72463545
"Construcao e Transporte",20150508,7.65,25470,11539300,69584515
"Construcao e Transporte",20150511,7.54,25289,10514700,73726729
"Construcao e Transporte",20150512,7.54,33767,13335600,98370789
"Construcao e Transporte",20150513,7.51,26212,11789600,92185793
"Construcao e Transporte",20150514,7.54,31694,12491400,96570738
"Construcao e Transporte",20150515,7.81,37416,16651500,135786365
"Construcao e Transporte",20150518,7.72,24427,10451100,81731951
"Construcao e Transporte",20150519,7.48,27740,12313900,86649210
"Construcao e Transporte",20150520,7.44,22561,8770500,61644855
"Construcao e Transporte",20150521,7.44,23611,10319600,79045288
"Construcao e Transporte",20150522,7.33,27857,12637500,73159142
"Construcao e Transporte",20150525,7.36,13608,5055300,30841844
"Construcao e Transporte",20150526,7.23,31232,8820100,55420417
"Construcao e Transporte",20150527,7.20,27714,8611700,50657121
"Construcao e Transporte",20150528,7.24,25865,8164900,55878958
"Construcao e Transporte",20150529,7.33,40962,18973500,122897403
"Construcao e Transporte",20150601,7.23,25221,9271800,62896791
"Construcao e Transporte",20150602,7.36,27190,9280000,64223759
"Construcao e Transporte",20150603,7.43,29890,11349000,87944669
"Construcao e Transporte",20150605,7.39,19294,7320300,51336301
"Construcao e Transporte",20150608,7.36,23392,14699700,110905707
"Construcao e Transporte",20150609,7.33,26113,11000100,84024540
"Construcao e Transporte",20150610,7.36,24625,9385400,67272382
"Construcao e Transporte",20150611,7.23,21093,9593000,63128659
"Construcao e Transporte",20150612,7.13,21337,10841600,67840071
"Construcao e Transporte",20150615,7.05,21049,9932400,56391524
"Construcao e Transporte",20150616,7.10,16927,6690600,47617491
"Construcao e Transporte",20150617,7.14,24714,10669200,61297584
"Construcao e Transporte",20150618,7.06,23321,7815200,56364041
"Construcao e Transporte",20150619,7.11,21016,10892400,81536058
"Construcao e Transporte",20150622,7.10,19304,6712800,51929167
"Construcao e Transporte",20150623,7.11,14895,6656200,42574679
"Construcao e Transporte",20150624,7.10,18913,8802600,49159502
"Construcao e Transporte",20150625,7.17,28553,12798900,91399825
"Construcao e Transporte",20150626,7.12,30033,11591300,84405781
"Construcao e Transporte",20150629,6.98,24103,9943800,65798257
"Construcao e Transporte",20150630,6.99,28217,11369300,77648679
"Construcao e Transporte",20150701,6.99,23634,10399300,58271356
"Construcao e Transporte",20150702,6.92,23087,9872900,61059527
"Construcao e Transporte",20150703,6.85,10810,10753400,38403958
"Construcao e Transporte",20150706,6.75,17570,5993600,37548718
"Construcao e Transporte",20150707,6.61,25848,10950300,63958104
"Construcao e Transporte",20150708,6.66,28694,10370400,55738420
"Construcao e Transporte",20150710,6.66,20869,8117300,46386986
"Construcao e Transporte",20150713,6.77,25319,14097800,85810389
"Construcao e Transporte",20150714,6.84,28039,12792900,82470470
"Construcao e Transporte",20150715,6.89,23174,12562600,65157782
"Construcao e Transporte",20150716,6.87,23143,10336800,56093290
"Construcao e Transporte",20150717,6.82,25348,8576400,56519215
"Construcao e Transporte",20150720,6.65,25557,10623300,64181472
"Construcao e Transporte",20150721,6.58,19741,8576000,49093102
"Construcao e Transporte",20150722,6.54,19967,8643900,54721941
"Construcao e Transporte",20150723,6.34,23796,9730600,56799349
"Construcao e Transporte",20150724,6.13,26930,13968600,83424747
"Construcao e Transporte",20150401,1.38,3791,7161700,9833657
"Construcao e Transporte",20150402,1.61,8202,26400700,42574277
"Construcao e Transporte",20150406,1.74,9473,15126800,26516864
"Construcao e Transporte",20150407,1.60,8686,23534600,37940113
"Construcao e Transporte",20150408,1.58,10483,18078100,28668966
"Construcao e Transporte",20150409,1.63,17990,22139100,36217469
"Construcao e Transporte",20150410,1.65,14416,29126000,48188602
"Construcao e Transporte",20150413,1.69,5687,27430000,46561011
"Construcao e Transporte",20150414,1.68,5096,17766600,30006686
"Construcao e Transporte",20150415,1.69,7178,17086300,28998557
"Construcao e Transporte",20150416,1.70,13287,16922800,28679641
"Construcao e Transporte",20150417,1.67,7508,16877500,28048965
"Construcao e Transporte",20150420,1.63,5607,13559000,22073046
"Construcao e Transporte",20150422,1.66,9211,10850100,17993185
"Construcao e Transporte",20150423,1.56,11518,27572300,42735622
"Construcao e Transporte",20150424,1.52,18207,10484800,15914889
"Construcao e Transporte",20150427,1.44,25794,25462100,36634506
"Construcao e Transporte",20150428,1.41,14388,12220900,17191503
"Construcao e Transporte",20150429,1.29,24333,57509800,74522017
"Construcao e Transporte",20150430,1.31,12189,20066000,26222003
"Construcao e Transporte",20150504,1.37,16200,18663700,25534170
"Construcao e Transporte",20150505,1.36,11103,9775900,13340846
"Construcao e Transporte",20150506,1.29,26762,35599600,46012948
"Construcao e Transporte",20150507,1.26,9360,13425800,16802606
"Construcao e Transporte",20150508,1.23,12925,17035900,20830217
"Construcao e Transporte",20150511,1.22,30115,21806200,26751852
"Construcao e Transporte",20150512,1.20,35807,41248100,49761255
"Construcao e Transporte",20150513,1.21,8410,22555600,27287138
"Construcao e Transporte",20150514,1.24,10142,34273700,42548936
"Construcao e Transporte",20150515,1.34,9533,21965600,29367318
"Construcao e Transporte",20150518,1.35,10874,23733600,32204062
"Construcao e Transporte",20150519,1.34,6516,11893600,15913361
"Construcao e Transporte",20150520,1.31,12476,18498500,24181389
"Construcao e Transporte",20150521,1.26,9298,24763900,31093414
"Construcao e Transporte",20150522,1.27,15769,16268900,20736625
"Construcao e Transporte",20150525,1.27,14201,7335600,9299308
"Construcao e Transporte",20150526,1.22,12429,30746600,37545718
"Construcao e Transporte",20150527,1.27,19550,34907700,44284516
"Construcao e Transporte",20150528,1.30,21358,22634800,29355221
"Construcao e Transporte",20150529,1.28,20093,20850400,26673340
"Construcao e Transporte",20150601,1.25,4051,19621300,24877259
"Construcao e Transporte",20150602,1.37,24979,29825300,40821973
"Construcao e Transporte",20150603,1.39,21189,23465000,32650702
"Construcao e Transporte",20150605,1.34,5602,14102800,18930091
"Construcao e Transporte",20150608,1.38,12605,32233200,44612641
"Construcao e Transporte",20150609,1.32,29092,52706700,70380465
"Construcao e Transporte",20150610,1.31,25731,21090300,27582147
"Construcao e Transporte",20150611,1.28,7430,11492100,14770681
"Construcao e Transporte",20150612,1.29,6651,9432700,12221255
"Construcao e Transporte",20150615,1.30,5223,17669000,23010078
"Construcao e Transporte",20150616,1.29,4763,10538900,13580236
"Construcao e Transporte",20150617,1.27,14211,15384600,19514126
"Construcao e Transporte",20150618,1.29,17334,11593600,14952351
"Construcao e Transporte",20150619,1.30,18941,31122900,40113327
"Construcao e Transporte",20150622,1.27,2570,8105000,10346446
"Construcao e Transporte",20150623,1.27,6501,9440400,12064552
"Construcao e Transporte",20150624,1.30,10290,12648700,16487039
"Construcao e Transporte",20150625,1.30,9702,16991300,22109536
"Construcao e Transporte",20150626,1.29,6632,16986600,21824396
"Construcao e Transporte",20150629,1.26,7037,10177200,12915366
"Construcao e Transporte",20150630,1.28,4504,9202700,11700107
"Construcao e Transporte",20150701,1.29,11083,11132800,14313770
"Construcao e Transporte",20150702,1.31,7700,52358100,68452955
"Construcao e Transporte",20150703,1.32,7289,7172900,9477269
"Construcao e Transporte",20150706,1.32,9903,8220100,10873703
"Construcao e Transporte",20150707,1.27,6254,13377500,16986724
"Construcao e Transporte",20150708,1.25,5141,13395800,16596496
"Construcao e Transporte",20150710,1.24,6450,8909600,11049103
"Construcao e Transporte",20150713,1.25,7086,13126300,16489857
"Construcao e Transporte",20150714,1.25,7870,21402400,26564245
"Construcao e Transporte",20150715,1.23,2931,7835600,9615937
"Construcao e Transporte",20150716,1.24,4265,17858100,22281137
"Construcao e Transporte",20150717,1.22,10251,13345300,16232293
"Construcao e Transporte",20150720,1.19,8441,15286500,18124649
"Construcao e Transporte",20150721,1.15,19006,42533900,48791240
"Construcao e Transporte",20150722,1.07,22737,41994200,44707312
"Construcao e Transporte",20150723,0.99,15715,40410300,40059419
"Construcao e Transporte",20150724,0.94,4189,20253400,18901170
"Consumo Ciclico",20080102,15.65,2702,2903000,60708296.14
"Consumo Ciclico",20080103,16.10,3060,2616400,54451044.32
"Consumo Ciclico",20080104,15.90,3316,3484700,69320029.66
"Consumo Ciclico",20080107,14.63,6267,5731600,118995450.89
"Consumo Ciclico",20080108,14.04,6011,6476400,123363032.27
"Consumo Ciclico",20080109,13.95,3573,4500900,92486233.98
"Consumo Ciclico",20080110,14.40,4032,3466500,72389566.00
"Consumo Ciclico",20080111,14.47,3110,3658500,72008795.59
"Consumo Ciclico",20080114,14.32,2892,4132400,73929777.42
"Consumo Ciclico",20080115,14.12,3145,3514000,62244347.86
"Consumo Ciclico",20080116,12.69,4389,3489600,61603337.18
"Consumo Ciclico",20080117,12.72,3614,5016200,84908589.65
"Consumo Ciclico",20080118,14.20,3225,3473000,68667034.47
"Consumo Ciclico",20080121,12.15,3467,2951100,52833799.10
"Consumo Ciclico",20080122,12.49,3040,3849400,65701769.72
"Consumo Ciclico",20080123,11.81,3213,4293700,66353950.01
"Consumo Ciclico",20080124,12.68,2886,3357200,55882891
"Consumo Ciclico",20080128,13.90,3023,4323000,71939296
"Consumo Ciclico",20080129,12.78,4055,3942400,64527709
"Consumo Ciclico",20080130,13.47,2473,3067700,50992138
"Consumo Ciclico",20080131,12.87,3974,4745200,76594739
"Consumo Ciclico",20080201,12.66,3749,3831600,71187563
"Consumo Ciclico",20080206,13.31,2050,3272400,73972165
"Consumo Ciclico",20080207,12.94,2936,3472200,52024276
"Consumo Ciclico",20080208,13.08,2148,2915900,55945238
"Consumo Ciclico",20080211,13.94,3173,3328800,59515560
"Consumo Ciclico",20080212,14.21,4607,11677900,181537479
"Consumo Ciclico",20080213,13.27,6057,7673200,141115314
"Consumo Ciclico",20080214,13.71,2360,2927900,47976983
"Consumo Ciclico",20080215,14.06,2385,2480300,43140913
"Consumo Ciclico",20080218,13.52,1948,3030800,47258060
"Consumo Ciclico",20080219,14.04,3156,4888000,84522855
"Consumo Ciclico",20080220,13.70,2691,2351200,47332518
"Consumo Ciclico",20080221,14.90,4227,4056700,74125586
"Consumo Ciclico",20080222,15.39,4819,4167800,98231156
"Consumo Ciclico",20080225,15.58,3494,3202800,76281691
"Consumo Ciclico",20080226,15.02,3950,3952600,81149776
"Consumo Ciclico",20080227,15.94,3526,4111400,86797395
"Consumo Ciclico",20080228,15.11,2734,2833200,55527789
"Consumo Ciclico",20080229,14.69,2605,2878500,55688863
"Consumo Ciclico",20080303,15.57,2900,2586500,59004242
"Consumo Ciclico",20080304,14.55,2410,2383100,50382522
"Consumo Ciclico",20080305,14.67,3456,3349800,70781828
"Consumo Ciclico",20080306,17.15,3961,2876600,60615611
"Consumo Ciclico",20080307,15.08,2895,4302000,78031588
"Consumo Ciclico",20080310,15.61,3491,3231500,61691409
"Consumo Ciclico",20080311,16.28,3917,4153800,92908757
"Consumo Ciclico",20080312,15.91,3563,2982700,66555309
"Consumo Ciclico",20080313,15.86,4506,4901600,98328662
"Consumo Ciclico",20080314,16.23,5086,4628400,88522106
"Consumo Ciclico",20080317,15.42,3323,3187400,55953723
"Consumo Ciclico",20080318,15.99,3977,5088000,91424612
"Consumo Ciclico",20080319,15.38,3389,2656500,49448659
"Consumo Ciclico",20080320,15.10,2135,2574100,54176506
"Consumo Ciclico",20080324,15.04,2036,2030300,37239298
"Consumo Ciclico",20080325,15.10,2815,2095700,41574358
