"setor","datahora","media","negocios","quantidade_papeis","volume_financeiro"
"Consumo nao Ciclico",20131118,33.09,84050,28822200,659693738
"Consumo nao Ciclico",20131119,32.71,88685,31408000,647034388
"Consumo nao Ciclico",20131121,32.51,72909,30216400,610351243
"Consumo nao Ciclico",20131122,32.19,52189,19910900,399102552
"Consumo nao Ciclico",20131125,32.37,53436,18965200,385422064
"Consumo nao Ciclico",20131126,32.39,64441,32617100,704291040
"Consumo nao Ciclico",20131127,32.43,64496,20041900,443157987
"Consumo nao Ciclico",20131128,32.61,32345,12463200,283948227
"Consumo nao Ciclico",20131129,32.43,47440,19666100,449037890
"Consumo nao Ciclico",20131202,32.40,61953,23916200,529095070
"Consumo nao Ciclico",20131203,31.73,92213,35787700,721794455
"Consumo nao Ciclico",20131204,31.45,63974,42077300,827075159
"Consumo nao Ciclico",20131205,31.32,80450,29578100,656322987
"Consumo nao Ciclico",20131206,31.19,53429,22022100,442987963
"Consumo nao Ciclico",20131209,31.15,56347,24718200,493882470
"Consumo nao Ciclico",20131210,31.21,62915,19659100,441112561
"Consumo nao Ciclico",20131211,31.14,63111,22726300,516877369
"Consumo nao Ciclico",20131212,30.85,66732,24011300,561689807
"Consumo nao Ciclico",20131213,30.83,62485,23709200,539456582
"Consumo nao Ciclico",20131216,30.84,64829,22765000,502533210
"Consumo nao Ciclico",20131217,30.68,71699,25272200,502233492
"Consumo nao Ciclico",20131218,30.69,83641,35564300,712897004
"Consumo nao Ciclico",20131219,30.93,60515,22435600,444278118
"Consumo nao Ciclico",20131220,31.04,56691,25412500,506227415
"Consumo nao Ciclico",20131223,31.16,54944,20748300,391652520
"Consumo nao Ciclico",20131226,31.30,41794,17073400,384247567
"Consumo nao Ciclico",20131227,31.28,41414,16071700,301364909
"Consumo nao Ciclico",20131230,31.62,46234,16659700,359784474
"Consumo nao Ciclico",20140102,30.99,88743,27950300,641291378
"Consumo nao Ciclico",20140103,30.86,85469,60048100,1265721731
"Consumo nao Ciclico",20140106,30.47,86065,30808800,589006923
"Consumo nao Ciclico",20140107,30.43,85387,46318000,769922199
"Consumo nao Ciclico",20140108,30.11,73065,34642900,845210829
"Consumo nao Ciclico",20140109,29.71,88622,38096600,857123562
"Consumo nao Ciclico",20140110,29.51,78838,34699600,769273584
"Consumo nao Ciclico",20140113,29.60,59352,19908200,451380708
"Consumo nao Ciclico",20140114,29.80,55654,23970500,483251712
"Consumo nao Ciclico",20140115,29.92,57633,24616600,469076249
"Consumo nao Ciclico",20140116,29.70,60018,22903800,459827791
"Consumo nao Ciclico",20140117,29.20,59831,25904300,506359746
"Consumo nao Ciclico",20140120,28.99,28566,11780400,264696030
"Consumo nao Ciclico",20140121,28.78,65842,28843300,569720021
"Consumo nao Ciclico",20140122,29.27,76507,38219900,756328676
"Consumo nao Ciclico",20140123,29.73,95198,42866800,923148857
"Consumo nao Ciclico",20140124,29.02,79592,33247300,678704690
"Consumo nao Ciclico",20140127,29.02,64155,23440800,505326289
"Consumo nao Ciclico",20140128,29.07,64267,30264600,683794765
"Consumo nao Ciclico",20140129,28.60,69033,27234000,586369693
"Consumo nao Ciclico",20140130,28.66,53744,21097700,455588905
"Consumo nao Ciclico",20140131,28.42,72875,32313600,722409364
"Consumo nao Ciclico",20140203,28.11,83822,35852800,749664130
"Consumo nao Ciclico",20140204,27.78,71670,28819600,533988717
"Consumo nao Ciclico",20140205,27.93,78828,28649800,528649629
"Consumo nao Ciclico",20140206,28.03,82989,41320800,752605786
"Consumo nao Ciclico",20140207,28.31,79369,26494900,562405332
"Consumo nao Ciclico",20140210,28.03,60835,20418400,408765674
"Consumo nao Ciclico",20140211,28.14,82332,26304200,554451209
"Consumo nao Ciclico",20140212,28.26,74735,25574000,487359532
"Consumo nao Ciclico",20140213,27.59,75242,25567400,528441942
"Consumo nao Ciclico",20140214,28.54,56803,26695300,571620342
"Consumo nao Ciclico",20140217,28.31,32995,9913400,204309606
"Consumo nao Ciclico",20140218,27.90,67192,32362400,631900798
"Consumo nao Ciclico",20140219,27.38,90839,32231600,637001387
"Consumo nao Ciclico",20140220,27.89,77979,25622800,519106807
"Consumo nao Ciclico",20140221,27.93,65327,30516800,723307287
"Consumo nao Ciclico",20140224,28.11,65403,24606600,540050518
"Consumo nao Ciclico",20140225,27.93,60458,27925800,689179258
"Consumo nao Ciclico",20140226,28.09,70616,23809400,495105106
"Consumo nao Ciclico",20140227,28.41,70806,22482800,447561127
"Consumo nao Ciclico",20140228,28.50,97711,43810600,1020692473
"Consumo nao Ciclico",20140305,28.35,66900,24097900,499636349
"Consumo nao Ciclico",20140306,28.66,76173,26876700,598067418
"Consumo nao Ciclico",20140307,28.68,93510,33530900,729888296
"Consumo nao Ciclico",20140310,28.06,84600,30953000,684315889
"Consumo nao Ciclico",20140311,28.36,79238,24824400,495954015
"Consumo nao Ciclico",20140312,28.08,83043,24038200,549011019
"Consumo nao Ciclico",20140313,28.13,82465,30604800,650195606
"Consumo nao Ciclico",20140314,27.81,76254,25463300,506162674
"Consumo nao Ciclico",20140317,27.92,58896,20796200,445631717
"Consumo nao Ciclico",20140318,28.17,86725,28475600,592968498
"Consumo nao Ciclico",20140319,28.56,95462,30776000,626307311
"Consumo nao Ciclico",20140320,28.69,91471,32049600,712288073
"Consumo nao Ciclico",20140321,28.62,80450,33147000,705147705
"Consumo nao Ciclico",20140324,28.91,77545,25669700,565860612
"Consumo nao Ciclico",20140325,28.92,71972,25549100,530220573
"Consumo nao Ciclico",20140326,28.95,79300,28072700,542254145
"Consumo nao Ciclico",20140327,29.21,125708,41035300,860497959
"Consumo nao Ciclico",20140328,29.58,82473,26840700,653051122
"Consumo nao Ciclico",20140331,29.64,80348,29333300,657660183
"Consumo nao Ciclico",20140401,29.46,61304,23357400,510656989
"Consumo nao Ciclico",20140402,29.94,88193,32368100,709137621
"Consumo nao Ciclico",20140403,30.11,75043,28226600,618842896
"Consumo nao Ciclico",20140404,30.56,93646,34211500,859201568
"Consumo nao Ciclico",20140407,30.64,98055,33803100,764058593
"Consumo nao Ciclico",20140408,31.03,111359,46030200,1054540364
"Consumo nao Ciclico",20140409,30.66,87502,30435200,736723863
"Consumo nao Ciclico",20140410,30.66,89619,33502100,732526555
"Consumo nao Ciclico",20140411,31.29,82997,30251900,743214240
"Consumo nao Ciclico",20140414,31.23,61715,18908000,495131357
"Consumo nao Ciclico",20140415,30.89,94159,33743400,661706592
"Consumo nao Ciclico",20140416,30.96,89061,32649300,700824940
"Consumo nao Ciclico",20140417,31.64,90203,26784700,607273247
"Consumo nao Ciclico",20140422,31.63,73410,26442100,601122780
"Consumo nao Ciclico",20140423,31.29,66521,23486200,506789182
"Consumo nao Ciclico",20140424,30.67,71396,25953400,522008311
"Consumo nao Ciclico",20140425,30.78,62111,19864900,442287267
"Consumo nao Ciclico",20140428,30.28,56426,21921200,462033217
"Consumo nao Ciclico",20140429,30.94,75539,26708500,607291375
"Consumo nao Ciclico",20140430,30.71,113034,55447200,1115500774
"Consumo nao Ciclico",20140502,31.22,139736,68846700,1293776986
"Consumo nao Ciclico",20140505,31.28,77467,33521700,704005522
"Consumo nao Ciclico",20140506,30.20,102063,39304600,1552146652
"Consumo nao Ciclico",20140507,31.25,81018,28874000,628458214
"Consumo nao Ciclico",20140508,31.39,61363,21047600,456877299
"Consumo nao Ciclico",20140509,31.43,59762,23744300,477629268
"Consumo nao Ciclico",20140512,31.58,61538,20911400,466141320
"Consumo nao Ciclico",20140513,31.62,80679,32597000,671034205
"Consumo nao Ciclico",20140514,31.92,64902,27669900,630459899
"Consumo nao Ciclico",20140515,31.58,47632,18013600,403777655
"Consumo nao Ciclico",20140516,31.59,62978,39389300,895520857
"Consumo nao Ciclico",20140519,31.20,64212,25518900,589408186
"Consumo nao Ciclico",20140520,31.25,92446,29038800,675180663
"Consumo nao Ciclico",20140521,30.69,101635,26190200,567549209
"Consumo nao Ciclico",20140522,31.09,54611,19358000,412205309
"Consumo nao Ciclico",20140523,31.00,42298,18414600,421031060
"Consumo nao Ciclico",20140526,31.50,28960,10695800,205288009
"Consumo nao Ciclico",20140527,31.30,72960,30465300,595521426
"Consumo nao Ciclico",20140528,30.95,64508,25443100,526161307
"Consumo nao Ciclico",20140529,30.86,55143,22347300,395351149
"Consumo nao Ciclico",20140530,31.07,87434,40276200,759940302
"Consumo nao Ciclico",20140602,30.79,68233,27601700,521568380
"Consumo nao Ciclico",20140603,31.06,79444,31745000,614451338
"Consumo nao Ciclico",20140604,31.13,61421,24965600,526385968
"Consumo nao Ciclico",20140605,31.41,80237,29057300,648007847
"Consumo nao Ciclico",20140606,31.73,82027,41480000,965638057
"Consumo nao Ciclico",20140609,32.32,90066,41025600,809217763
"Consumo nao Ciclico",20140610,32.61,86031,36342200,782245386
"Consumo nao Ciclico",20140611,32.70,95648,35095700,780742514
"Consumo nao Ciclico",20140613,32.83,68898,25139500,520722838
"Consumo nao Ciclico",20140616,32.67,71429,27257700,521390403
"Consumo nao Ciclico",20140617,32.59,39179,13309800,286208278
"Consumo nao Ciclico",20140618,32.22,91464,28626300,624788432
"Consumo nao Ciclico",20140620,32.48,57366,20125900,420781442
"Consumo nao Ciclico",20140623,32.18,42237,16577700,338154084
"Consumo nao Ciclico",20140624,32.20,62110,27857400,544751074
"Consumo nao Ciclico",20140625,32.14,78287,29445200,674962190
"Consumo nao Ciclico",20140626,31.80,63451,25368000,537818423
"Consumo nao Ciclico",20140627,31.91,51946,24941000,634608619
"Consumo nao Ciclico",20140630,31.80,76396,25700000,520478327
"Consumo nao Ciclico",20140701,32.08,64379,18899200,379348527
"Consumo nao Ciclico",20140702,31.96,71946,23705900,484019275
"Consumo nao Ciclico",20140703,32.09,56154,25394500,562835942
"Consumo nao Ciclico",20140704,32.27,15908,6539100,133155731
"Consumo nao Ciclico",20140707,32.31,57415,19830700,459971925
"Consumo nao Ciclico",20140708,32.33,40178,14868200,341492867
"Consumo nao Ciclico",20140710,32.34,88499,48559600,932992284
"Consumo nao Ciclico",20140711,32.66,56132,24375600,572777559
"Consumo nao Ciclico",20140714,31.58,110124,44420900,1901185281
"Consumo nao Ciclico",20140715,32.60,78598,34664200,683107392
"Consumo nao Ciclico",20140716,32.49,90701,35245500,728429108
"Consumo nao Ciclico",20140717,32.76,91859,38353000,742945312
"Consumo nao Ciclico",20140718,33.39,108490,62074100,1076711483
"Consumo nao Ciclico",20140721,33.59,67350,29204500,688210576
"Consumo nao Ciclico",20140722,33.85,61896,23303100,544721560
"Consumo nao Ciclico",20140723,33.46,68003,25721800,623846203
"Consumo nao Ciclico",20140724,33.15,63102,24548400,671072024
"Consumo nao Ciclico",20140725,33.46,68517,26877600,647670080
"Consumo nao Ciclico",20140728,33.15,69207,28917900,643196307
"Consumo nao Ciclico",20140729,33.31,57589,19713900,440045389
"Consumo nao Ciclico",20140730,33.19,61415,28683800,642879716
"Consumo nao Ciclico",20140731,32.30,102118,41613900,811353053
"Consumo nao Ciclico",20140801,32.57,90245,36996200,721223552
"Consumo nao Ciclico",20140804,33.15,74517,28046300,590579024
"Consumo nao Ciclico",20140805,33.28,77890,25359400,547259958
"Consumo nao Ciclico",20140806,32.97,84619,38844800,676812598
"Consumo nao Ciclico",20140807,32.77,56447,22226500,433238284
"Consumo nao Ciclico",20140808,32.54,60738,29717900,585612765
"Consumo nao Ciclico",20140811,32.76,71734,26753400,542723016
"Consumo nao Ciclico",20140812,33.07,74560,22436500,454852493
"Consumo nao Ciclico",20140813,33.29,126567,36880700,771493978
"Consumo nao Ciclico",20140814,33.02,65017,25749300,507746937
"Consumo nao Ciclico",20140815,33.10,77908,30440800,760778428
"Consumo nao Ciclico",20140818,33.31,97790,36992300,736121202
"Consumo nao Ciclico",20140819,33.70,84218,41579800,923080559
"Consumo nao Ciclico",20140820,34.13,80089,27700800,652267944
"Consumo nao Ciclico",20140821,34.07,83469,31984800,749140462
"Consumo nao Ciclico",20140822,33.92,81378,28647800,661779644
"Consumo nao Ciclico",20140825,34.36,90451,36445900,690990847
"Consumo nao Ciclico",20140826,34.83,101471,34651800,780612959
"Consumo nao Ciclico",20140827,35.15,106116,43853100,984266299
"Consumo nao Ciclico",20140828,35.18,101443,32463500,731201468
"Consumo nao Ciclico",20140829,35.19,85854,49638100,1038685869
"Consumo nao Ciclico",20140901,35.16,70427,22079000,520167695
"Consumo nao Ciclico",20140902,34.87,98682,28170900,643518630
"Consumo nao Ciclico",20140903,34.95,98869,28398400,667578558
"Consumo nao Ciclico",20140904,34.65,84438,28817500,658522369
"Consumo nao Ciclico",20140905,34.57,68703,22033500,499350657
"Consumo nao Ciclico",20140908,34.44,109506,32456100,744838993
"Consumo nao Ciclico",20140909,33.53,113743,35959200,818115772
"Consumo nao Ciclico",20140910,33.52,89646,27645400,618051105
"Consumo nao Ciclico",20140911,33.57,77022,27220100,524990467
"Consumo nao Ciclico",20140912,33.34,109688,41017600,898136198
"Consumo nao Ciclico",20140915,32.98,81815,25865200,560058899
"Consumo nao Ciclico",20140916,34.08,133442,38171400,785812592
"Consumo nao Ciclico",20140917,33.90,112115,35639400,758431433
"Consumo nao Ciclico",20140918,33.29,128508,42623600,886480731
"Consumo nao Ciclico",20140919,33.23,92787,37780200,897595373
"Consumo nao Ciclico",20140922,32.46,102092,30095500,625492949
"Consumo nao Ciclico",20140923,32.35,92923,30262100,662093360
"Consumo nao Ciclico",20140924,32.70,89650,28454600,672866257
"Consumo nao Ciclico",20140925,32.61,84163,28995100,649372991
"Consumo nao Ciclico",20140926,33.15,88051,23705900,581090867
"Consumo nao Ciclico",20140929,32.36,122645,42614800,899903705
"Consumo nao Ciclico",20140930,32.50,105695,32722700,799921674
"Consumo nao Ciclico",20141001,32.00,150650,46638500,1014944103
"Consumo nao Ciclico",20141002,31.96,107347,36263800,764974718
"Consumo nao Ciclico",20141003,32.50,93514,28360800,609233519
"Consumo nao Ciclico",20141006,34.00,175369,57259300,1248845673
"Consumo nao Ciclico",20141007,33.02,133826,46353000,1426433075
"Consumo nao Ciclico",20141008,33.74,112530,40068800,893292607
"Consumo nao Ciclico",20141009,34.00,103726,32553700,757425299
"Consumo nao Ciclico",20141010,33.33,88088,28163900,708388274
"Consumo nao Ciclico",20141013,33.76,103757,31053100,712773364
"Consumo nao Ciclico",20141014,33.79,75407,27804900,617696557
"Consumo nao Ciclico",20141015,33.12,132294,40462300,844928654
"Consumo nao Ciclico",20141016,32.61,119396,40146300,888800639
"Consumo nao Ciclico",20141017,32.85,104200,37752200,853448134
"Consumo nao Ciclico",20141020,32.45,87496,27994600,627158322
"Consumo nao Ciclico",20141021,31.48,149762,48739300,1044812327
"Consumo nao Ciclico",20141022,31.38,95626,34239700,741042268
"Consumo nao Ciclico",20141023,30.38,162266,62268600,1212629235
"Consumo nao Ciclico",20141024,30.86,125310,55051200,1123434272
"Consumo nao Ciclico",20141027,30.02,276077,97776100,1877335682
"Consumo nao Ciclico",20141028,30.93,120009,45492900,934386085
"Consumo nao Ciclico",20141029,31.03,107009,35810500,751796086
"Consumo nao Ciclico",20141030,31.41,94195,35738000,798894905
"Consumo nao Ciclico",20141031,32.35,113109,50643900,1062158864
"Consumo nao Ciclico",20141103,32.68,96033,33943500,741599357
"Consumo nao Ciclico",20141104,32.91,96493,30319200,677499344
"Consumo nao Ciclico",20141105,33.15,68760,26699200,540431867
"Consumo nao Ciclico",20141106,32.63,86888,35370500,721715049
"Consumo nao Ciclico",20141107,32.69,77915,27712100,608080002
"Consumo nao Ciclico",20141110,32.90,63529,24779200,528453552
"Consumo nao Ciclico",20141111,32.58,69816,24118300,514041729
"Consumo nao Ciclico",20141112,32.77,85530,33034400,662628363
"Consumo nao Ciclico",20141113,32.45,87412,37298900,652390823
"Consumo nao Ciclico",20141114,31.73,74806,37259600,772563430
"Consumo nao Ciclico",20141117,32.11,70775,20966100,454663055
"Consumo nao Ciclico",20141118,32.40,92094,28755600,582407229
"Consumo nao Ciclico",20141119,32.78,106032,40011700,934076176
"Consumo nao Ciclico",20141121,33.58,163033,55218400,1280086649
"Consumo nao Ciclico",20141124,34.02,110381,34031800,792540512
"Consumo nao Ciclico",20141125,33.99,87701,37384100,841850953
"Consumo nao Ciclico",20141126,33.94,75714,26480900,631849228
"Consumo nao Ciclico",20141127,33.77,60415,19297400,471922075
"Consumo nao Ciclico",20141128,33.78,65733,24752800,593807798
"Consumo nao Ciclico",20141201,32.95,140327,41487400,933775829
"Consumo nao Ciclico",20141202,32.39,113835,39421700,817270676
"Consumo nao Ciclico",20141203,32.85,74813,25526700,514027412
"Consumo nao Ciclico",20141204,32.48,82992,27314600,605415199
"Consumo nao Ciclico",20141205,32.41,68298,22664000,463512270
"Consumo nao Ciclico",20141208,32.05,79936,29222000,641707343
"Consumo nao Ciclico",20141209,31.30,86616,29907200,624793671
"Consumo nao Ciclico",20141210,31.39,70853,24189900,519383683
"Consumo nao Ciclico",20141211,31.29,80978,36172400,719024198
"Consumo nao Ciclico",20141212,30.86,103333,34461800,745050952
"Consumo nao Ciclico",20141215,30.08,114750,37586200,779583500
"Consumo nao Ciclico",20141216,30.07,129111,43799900,1007400285
"Consumo nao Ciclico",20141217,30.85,168298,59556700,1278886671
"Consumo nao Ciclico",20141218,30.89,88909,27581000,595859331
"Consumo nao Ciclico",20141219,31.21,80511,28780400,708244812
"Consumo nao Ciclico",20141222,31.33,87545,32678400,563743815
"Consumo nao Ciclico",20141223,31.32,72273,23855400,527080855
"Consumo nao Ciclico",20141226,31.09,36036,11219900,245592364
"Consumo nao Ciclico",20141229,31.53,51698,16069000,360572347
"Consumo nao Ciclico",20141230,31.78,54043,28179300,723892184
"Consumo nao Ciclico",20150102,31.03,89318,36180000,825887832
"Consumo nao Ciclico",20150105,30.12,99954,33229700,670088017
"Consumo nao Ciclico",20150106,30.20,117829,46354200,908407115
"Consumo nao Ciclico",20150107,30.91,113388,41770900,850761466
"Consumo nao Ciclico",20150108,31.08,69954,24296100,513520616
"Consumo nao Ciclico",20150109,30.66,74465,25953500,568139355
"Consumo nao Ciclico",20150112,30.20,82758,27581300,575673631
"Consumo nao Ciclico",20150113,30.16,93091,42292800,830840487
"Consumo nao Ciclico",20150114,30.09,110521,35903800,698061820
"Consumo nao Ciclico",20150115,30.26,112422,43311700,820015518
"Consumo nao Ciclico",20150116,30.56,92279,27012600,575298241
"Consumo nao Ciclico",20150119,30.56,57497,18449200,401947946
"Consumo nao Ciclico",20150120,30.34,80316,27178600,655474066
"Consumo nao Ciclico",20150121,30.79,97783,36850300,835793195
"Consumo nao Ciclico",20150122,31.37,101485,39480500,876338684
"Consumo nao Ciclico",20150123,31.32,67535,23684100,517440949
"Consumo nao Ciclico",20150126,31.06,65486,20737300,481468438
"Consumo nao Ciclico",20150127,30.99,109628,33135700,698260149
"Consumo nao Ciclico",20150128,30.89,89244,27574800,657908843
"Consumo nao Ciclico",20150129,30.80,94840,35727100,820446575
"Consumo nao Ciclico",20150130,30.54,102318,42068200,1005432303
"Consumo nao Ciclico",20150202,30.84,81737,26741000,660855005
"Consumo nao Ciclico",20150203,30.98,86097,28468100,659307283
"Consumo nao Ciclico",20150204,30.89,97257,30727200,694654303
"Consumo nao Ciclico",20150205,30.95,92967,42485900,971057089
"Consumo nao Ciclico",20150206,30.60,96968,35627600,866648914
"Consumo nao Ciclico",20150209,30.32,83506,30803600,736502633
"Consumo nao Ciclico",20150210,30.64,85210,28751600,681166605
"Consumo nao Ciclico",20150211,30.39,92672,29792100,669047280
"Consumo nao Ciclico",20150212,30.56,94276,34010300,732018625
"Consumo nao Ciclico",20150213,30.51,75200,27130400,571848815
"Consumo nao Ciclico",20150218,31.30,91141,33416900,777881574
"Consumo nao Ciclico",20150219,31.37,61009,19408500,505250801
"Consumo nao Ciclico",20150220,31.15,54957,17816500,499929341
"Consumo nao Ciclico",20150223,31.73,80585,31583300,822680832
"Consumo nao Ciclico",20150224,31.76,79960,26609700,649007021
"Consumo nao Ciclico",20150225,31.76,79590,26866000,633362300
"Consumo nao Ciclico",20150226,32.21,73083,31611100,755949722
"Consumo nao Ciclico",20150227,32.34,106820,45795000,1247012572
"Consumo nao Ciclico",20150302,31.97,81572,29755100,701874465
"Consumo nao Ciclico",20150303,31.84,88753,31384800,758711379
"Consumo nao Ciclico",20150304,31.56,107752,38437000,1004600916
"Consumo nao Ciclico",20150305,31.63,72921,28644800,653486409
"Consumo nao Ciclico",20150306,31.43,75033,29106500,630748273
"Consumo nao Ciclico",20150309,31.33,87106,34486000,817279668
"Consumo nao Ciclico",20150310,31.35,99473,36474100,974677725
"Consumo nao Ciclico",20150311,31.12,88578,32510800,798029087
"Consumo nao Ciclico",20150312,31.38,92295,36427200,788392321
"Consumo nao Ciclico",20150313,30.77,108041,40348000,927462605
"Consumo nao Ciclico",20150316,30.87,73344,21406900,485078462
"Consumo nao Ciclico",20150317,31.21,85479,32360500,828174149
"Consumo nao Ciclico",20150318,31.68,93212,35674400,774358774
"Consumo nao Ciclico",20150319,31.76,70902,28748200,605421056
"Consumo nao Ciclico",20150320,32.39,100022,41501000,946051675
"Consumo nao Ciclico",20150323,21.56,37330,9679900,174233269
"Consumo nao Ciclico",20150324,21.35,33175,8389700,161710022
"Consumo nao Ciclico",20150325,21.42,36576,10482300,184939894
"Consumo nao Ciclico",20150326,21.08,38343,12577900,237273793
"Consumo nao Ciclico",20150327,20.90,40669,13662400,214540001
"Consumo nao Ciclico",20150330,21.21,32649,8831000,182769789
"Consumo nao Ciclico",20150331,21.17,40077,11376300,233418830
"Consumo nao Ciclico",20150401,21.61,48486,11277600,232016433
"Consumo nao Ciclico",20150402,21.90,49559,14254800,281739885
"Consumo nao Ciclico",20150406,22.17,36742,11323200,179544385
"Consumo nao Ciclico",20150407,22.09,33373,12295400,226256808
"Consumo nao Ciclico",20150408,22.12,45777,10489300,229000577
"Consumo nao Ciclico",20150409,22.02,42739,11237500,228006836
"Consumo nao Ciclico",20150410,22.10,32687,8942900,185451447
"Consumo nao Ciclico",20150413,21.91,29764,8111400,165047719
"Consumo nao Ciclico",20150414,21.80,36925,11222100,219253422
"Consumo nao Ciclico",20150415,21.91,39625,9040900,171708926
"Consumo nao Ciclico",20150416,21.86,30331,7106300,144647940
"Consumo nao Ciclico",20150417,21.51,30018,8077700,161948511
"Consumo nao Ciclico",20150420,21.42,26861,7720000,136703228
"Consumo nao Ciclico",20150422,21.59,34487,10316100,215644371
"Consumo nao Ciclico",20150423,21.75,27642,7122200,146341459
"Consumo nao Ciclico",20150424,21.76,37231,11380400,236408532
"Consumo nao Ciclico",20150427,21.87,30634,8285100,177591608
"Consumo nao Ciclico",20150428,21.69,38074,8624800,187128226
"Consumo nao Ciclico",20150429,21.47,30453,7204800,158377439
"Consumo nao Ciclico",20150430,21.96,40813,13461900,305680669
"Consumo nao Ciclico",20150504,22.32,40276,10686500,245344231
"Consumo nao Ciclico",20150505,22.62,39775,11213200,226714744
"Consumo nao Ciclico",20150506,22.78,51828,15098300,317473114
"Consumo nao Ciclico",20150507,22.46,36617,12475200,240473472
"Consumo nao Ciclico",20150508,22.53,32921,13084000,248641486
"Consumo nao Ciclico",20150511,22.20,36290,12011800,257299392
"Consumo nao Ciclico",20150512,22.11,40487,10728300,226918758
"Consumo nao Ciclico",20150513,22.27,32728,9923900,204940906
"Consumo nao Ciclico",20150514,22.28,35489,11764400,237995489
"Consumo nao Ciclico",20150515,22.05,32202,11486300,261647631
"Consumo nao Ciclico",20150518,21.99,31634,9090000,194766073
"Consumo nao Ciclico",20150519,21.78,26429,10069700,182080563
"Consumo nao Ciclico",20150520,22.00,31982,15572000,235614406
"Consumo nao Ciclico",20150521,22.03,36337,13294600,202284260
"Consumo nao Ciclico",20150522,21.85,39844,11193700,218643483
"Consumo nao Ciclico",20150525,21.64,15951,12883700,281393660
"Consumo nao Ciclico",20150526,21.43,32213,9964400,175293298
"Consumo nao Ciclico",20150527,21.37,33057,10398700,187344628
"Consumo nao Ciclico",20150528,21.46,29073,6642700,125380132
"Consumo nao Ciclico",20150529,21.20,44201,23073100,459420786
"Consumo nao Ciclico",20150601,20.89,33072,11669900,216284843
"Consumo nao Ciclico",20150602,21.00,36998,17265200,322798008
"Consumo nao Ciclico",20150603,21.12,32124,10637500,205855891
"Consumo nao Ciclico",20150605,21.08,28539,7347300,142298876
"Consumo nao Ciclico",20150608,21.31,28181,9594600,159640274
"Consumo nao Ciclico",20150609,21.41,33664,11224800,179998307
"Consumo nao Ciclico",20150610,21.50,34798,11086900,215829476
"Consumo nao Ciclico",20150611,21.29,35500,15320200,204086740
"Consumo nao Ciclico",20150612,21.12,30122,9194000,169251470
"Consumo nao Ciclico",20150615,20.95,32429,8842800,141103596
"Consumo nao Ciclico",20150616,20.91,33521,11245800,195615095
"Consumo nao Ciclico",20150617,20.71,42588,13139500,219178139
"Consumo nao Ciclico",20150618,20.94,42118,14278800,238611728
"Consumo nao Ciclico",20150619,20.83,23465,8072200,133283877
"Consumo nao Ciclico",20150622,21.21,45026,24080400,236390497
"Consumo nao Ciclico",20150623,21.18,29780,14449600,196343535
"Consumo nao Ciclico",20150624,21.25,35120,18551800,239829743
"Consumo nao Ciclico",20150625,20.73,38885,20342900,286404108
"Consumo nao Ciclico",20150626,20.82,34014,12351200,187897611
"Consumo nao Ciclico",20150629,20.63,21231,7018500,108595082
"Consumo nao Ciclico",20150630,20.86,38500,12952200,233706181
"Consumo nao Ciclico",20150701,20.83,39431,11098800,197406819
"Consumo nao Ciclico",20150702,20.92,41131,13344800,231050833
"Consumo nao Ciclico",20150703,20.69,25271,7160600,124991182
"Consumo nao Ciclico",20150706,20.51,42455,10312400,198957223
"Consumo nao Ciclico",20150707,20.42,40346,11768800,222511848
"Consumo nao Ciclico",20150708,20.43,29950,8067000,142291421
"Consumo nao Ciclico",20150710,20.67,38739,10873500,184904149
"Consumo nao Ciclico",20150713,20.66,28608,7028600,138604867
"Consumo nao Ciclico",20150714,20.63,25992,6231600,121527623
"Consumo nao Ciclico",20150715,20.82,28928,8217700,171067817
"Consumo nao Ciclico",20150716,20.80,22748,6179800,107542891
"Consumo nao Ciclico",20150717,20.52,30090,6809600,133174313
"Consumo nao Ciclico",20150720,20.29,32088,8614600,139606925
"Consumo nao Ciclico",20150721,20.25,26889,7151500,135226986
"Consumo nao Ciclico",20150722,20.03,33582,8867900,181171378
"Consumo nao Ciclico",20150723,19.69,54571,14286500,237647114
"Consumo nao Ciclico",20150724,19.22,32827,8298600,152970783
"Financeiro e Outros",20080102,15.89,6084,18267400,300931626.37
"Financeiro e Outros",20080103,15.62,7509,20350900,324778228.20
"Financeiro e Outros",20080104,15.12,7809,20376800,293389411.00
"Financeiro e Outros",20080107,15.65,8096,14787100,231144800.30
"Financeiro e Outros",20080108,15.47,6605,18124300,264985406.61
"Financeiro e Outros",20080109,15.43,10168,19904100,300340213.20
"Financeiro e Outros",20080110,15.76,10107,22836600,312861805.60
"Financeiro e Outros",20080111,15.63,7707,24048500,316931279.53
"Financeiro e Outros",20080114,15.31,6154,17178200,274151022.41
"Financeiro e Outros",20080115,14.96,6381,16125000,247172795.06
"Financeiro e Outros",20080116,14.39,9570,23191400,382569023.31
"Financeiro e Outros",20080117,14.35,8720,19877000,300499701.25
"Financeiro e Outros",20080118,14.10,8275,23063400,312160125.98
"Financeiro e Outros",20080121,13.38,7114,21516000,347351682.47
"Financeiro e Outros",20080122,13.43,14197,30570900,495237809.82
"Financeiro e Outros",20080123,13.02,11672,29737700,444321780.91
"Financeiro e Outros",20080124,13.75,10382,30286400,448996139.56
"Financeiro e Outros",20080128,13.76,9813,34077800,424120920.61
"Financeiro e Outros",20080129,13.95,10547,24216100,384449828.38
"Financeiro e Outros",20080130,14.02,10147,23613900,359571848.08
