"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Material de Transporte",20120604,8.79,5860,2146600,26002404
"Material de Transporte",20120605,8.53,8700,3247200,37727040
"Material de Transporte",20120606,8.67,8115,4469200,53336417
"Material de Transporte",20120608,8.93,5187,1840400,22365331
"Material de Transporte",20120611,9.01,4960,2913100,31658692
"Material de Transporte",20120612,8.77,7379,2754400,35340237
"Material de Transporte",20120613,8.79,7750,4690900,57210435
"Material de Transporte",20120614,8.84,5029,1776000,22449617
"Material de Transporte",20120615,8.67,4935,2566300,31151295
"Material de Transporte",20120618,8.97,3931,1562500,19174674
"Material de Transporte",20120619,8.78,7021,3171300,35850216
"Material de Transporte",20120620,8.75,6410,2697800,32838007
"Material de Transporte",20120621,8.52,6270,5129800,65618244
"Material de Transporte",20120622,8.52,3062,1578800,19498430
"Material de Transporte",20120625,8.28,3558,1829400,20644825
"Material de Transporte",20120626,8.16,8261,3331000,36554773
"Material de Transporte",20120627,8.35,7111,3112800,32920955
"Material de Transporte",20120628,8.35,6610,2724800,30047714
"Material de Transporte",20120629,8.65,9400,3717000,43826341
"Material de Transporte",20120702,8.54,6145,2440900,26729804
"Material de Transporte",20120703,8.71,10356,3707900,42355175
"Material de Transporte",20120704,8.91,5139,2542400,29207625
"Material de Transporte",20120705,8.92,6412,6011100,76287314
"Material de Transporte",20120706,8.80,7223,3972200,49189247
"Material de Transporte",20120710,8.46,8244,4340600,54360578
"Material de Transporte",20120711,8.02,11798,7232400,84374879
"Material de Transporte",20120712,7.97,10092,5705100,65098578
"Material de Transporte",20120713,8.17,5691,2758500,32199785
"Material de Transporte",20120716,8.27,5503,2193000,24350809
"Material de Transporte",20120717,8.29,8727,5629500,67216411
"Material de Transporte",20120718,8.25,5534,2248400,25383392
"Material de Transporte",20120719,8.37,4886,1723200,20673721
"Material de Transporte",20120720,8.52,5788,2364100,28153505
"Material de Transporte",20120723,8.08,5595,2636800,31172110
"Material de Transporte",20120724,8.42,6550,3197600,37284742
"Material de Transporte",20120725,8.36,4301,2100700,23588714
"Material de Transporte",20120726,8.27,5601,3401600,39730263
"Material de Transporte",20120727,8.57,11309,4082500,49821413
"Material de Transporte",20120730,8.68,4010,1624200,19207516
"Material de Transporte",20120731,8.76,8801,4254900,53118699
"Material de Transporte",20120801,8.68,9154,4522800,53689964
"Material de Transporte",20120802,8.49,10264,3984400,46260337
"Material de Transporte",20120803,8.66,7256,3477400,40797197
"Material de Transporte",20120806,8.52,8256,3470300,40925416
"Material de Transporte",20120807,8.89,7380,5606300,65404042
"Material de Transporte",20120808,8.86,5718,2230500,26696659
"Material de Transporte",20120809,8.72,6938,3310700,38506624
"Material de Transporte",20120810,8.97,6180,4308200,50596763
"Material de Transporte",20120813,9.06,7387,2718500,32673788
"Material de Transporte",20120814,8.93,8658,3282300,40328704
"Material de Transporte",20120815,9.00,10070,3805700,47265178
"Material de Transporte",20120816,9.06,12723,4821000,60522089
"Material de Transporte",20120817,9.49,7818,3052600,36908510
"Material de Transporte",20120820,9.31,5830,2392600,30789554
"Material de Transporte",20120821,9.32,9015,2964600,36944482
"Material de Transporte",20120822,9.24,7899,3019400,38556403
"Material de Transporte",20120823,9.24,8264,3444000,44486523
"Material de Transporte",20120824,9.38,4895,1538500,20126501
"Material de Transporte",20120827,9.21,7328,3115900,40539438
"Material de Transporte",20120828,9.06,7676,3114800,39235307
"Material de Transporte",20120829,9.06,8648,2212200,26850128
"Material de Transporte",20120830,8.84,8259,3481600,41527845
"Material de Transporte",20120831,9.30,44660,25818700,299886401
"Material de Transporte",20120903,9.35,5501,1987600,24577726
"Material de Transporte",20120904,9.28,5223,1723900,22028086
"Material de Transporte",20120905,9.24,5175,2075200,25916016
"Material de Transporte",20120906,9.30,7726,2481700,30901676
"Material de Transporte",20120910,9.45,8244,2779000,34380258
"Material de Transporte",20120911,9.23,10486,4156500,50846331
"Material de Transporte",20120912,9.49,9904,3595300,45776545
"Material de Transporte",20120913,9.82,9273,3551600,47527059
"Material de Transporte",20120914,9.90,10871,5236600,71741645
"Material de Transporte",20120917,9.87,7361,2474700,33781904
"Material de Transporte",20120918,9.78,5816,2649400,34022571
"Material de Transporte",20120919,9.58,5713,2884500,37939269
"Material de Transporte",20120920,9.47,5051,2444100,32055003
"Material de Transporte",20120921,9.38,9148,4042500,50947429
"Material de Transporte",20120924,9.37,8589,5855800,74853107
"Material de Transporte",20120925,9.28,7743,3441500,43486542
"Material de Transporte",20120926,9.05,6812,2576300,31710331
"Material de Transporte",20120927,9.28,6777,3101200,39867615
"Material de Transporte",20120928,9.28,10770,4784600,59686105
"Material de Transporte",20121001,9.41,14059,4040000,52157576
"Material de Transporte",20121002,9.58,8673,3712300,48627459
"Material de Transporte",20121003,9.14,9439,4555200,58157232
"Material de Transporte",20121004,9.14,7405,3346000,42470538
"Material de Transporte",20121005,9.46,11664,5356500,70565194
"Material de Transporte",20121008,9.55,7370,2294800,29850509
"Material de Transporte",20121009,9.26,7443,2722800,35835582
"Material de Transporte",20121010,9.79,8387,4208800,56614540
"Material de Transporte",20121011,9.67,9374,4341200,60036532
"Material de Transporte",20121015,9.72,10279,3969400,51457241
"Material de Transporte",20121016,9.77,11197,3781300,49834379
"Material de Transporte",20121017,9.62,9804,5242800,68186846
"Material de Transporte",20121018,9.73,8790,4476700,60719360
"Material de Transporte",20121019,9.71,7837,5707900,78883637
"Material de Transporte",20121022,9.76,6589,3469100,46294318
"Material de Transporte",20121023,9.70,6695,3533400,47777903
"Material de Transporte",20121024,9.85,9238,4651000,64493598
"Material de Transporte",20121025,9.65,7268,3338600,44785306
"Material de Transporte",20121026,9.69,4404,1740300,23532456
"Material de Transporte",20121029,9.82,2088,1032600,14052772
"Material de Transporte",20121030,9.79,1770,1253700,16684086
"Material de Transporte",20121031,9.75,6037,2535900,34586701
"Material de Transporte",20121101,9.67,6479,3132600,42404924
"Material de Transporte",20121106,10.07,7128,2895300,38281859
"Material de Transporte",20121107,9.94,10325,3813400,50506011
"Material de Transporte",20121108,9.94,6281,2515100,34435760
"Material de Transporte",20121109,9.97,7898,2372600,32461564
"Material de Transporte",20121112,9.77,5205,1537600,20382000
"Material de Transporte",20121113,9.73,5949,1899400,24802467
"Material de Transporte",20121114,9.91,10466,3445900,47108588
"Material de Transporte",20121116,9.82,6165,3143700,40356672
"Material de Transporte",20121119,9.84,4940,2562600,33402091
"Material de Transporte",20121121,9.87,7357,5478400,73276962
"Material de Transporte",20121122,10.10,2092,1758400,24349485
"Material de Transporte",20121123,9.84,4660,2770500,38756671
"Material de Transporte",20121126,9.95,4733,3178300,43055475
"Material de Transporte",20121127,9.84,4815,2723400,37086897
"Material de Transporte",20121128,9.67,6458,3660300,49670963
"Material de Transporte",20121129,9.72,8249,5194000,68618542
"Material de Transporte",20121130,9.55,16569,10843800,141268520
"Material de Transporte",20121203,9.67,9126,2717400,35831096
"Material de Transporte",20121204,9.57,9166,3442000,45353174
"Material de Transporte",20121205,9.70,8440,2503700,33496861
"Material de Transporte",20121206,9.58,17264,8856800,114612099
"Material de Transporte",20121207,9.69,4504,1836300,24125285
"Material de Transporte",20121210,9.52,4466,1520100,20057555
"Material de Transporte",20121211,9.67,9485,3392500,44864065
"Material de Transporte",20121212,9.63,10683,4401700,58091166
"Material de Transporte",20121213,9.54,7952,3435200,44743545
"Material de Transporte",20121214,9.35,7323,2861200,36685199
"Material de Transporte",20121217,9.66,6141,3271600,42946205
"Material de Transporte",20121218,9.82,10273,4341600,58116296
"Material de Transporte",20121219,9.78,9303,3469700,46393423
"Material de Transporte",20121220,10.16,7742,2489100,33861637
"Material de Transporte",20121221,10.25,5833,3371400,46390568
"Material de Transporte",20121226,10.50,5905,2448500,34784488
"Material de Transporte",20121227,10.18,4762,2185200,30060958
"Material de Transporte",20121228,9.96,6059,3074400,41927870
"Material de Transporte",20130102,10.37,9565,3996900,56386028
"Material de Transporte",20130103,10.43,8622,3937300,55734275
"Material de Transporte",20130104,10.48,7213,2920100,41121387
"Material de Transporte",20130107,9.96,7837,3292700,44241737
"Material de Transporte",20130108,9.96,11944,5539400,74420512
"Material de Transporte",20130109,9.91,12419,4273900,56731584
"Material de Transporte",20130110,9.98,7531,4180200,56149605
"Material de Transporte",20130111,10.02,6845,2651400,35678385
"Material de Transporte",20130114,10.19,8640,3144500,44008576
"Material de Transporte",20130115,10.00,13341,3801800,51809060
"Material de Transporte",20130116,10.01,4826,1498400,20502068
"Material de Transporte",20130117,10.11,8090,2068500,28413850
"Material de Transporte",20130118,10.25,5384,1623800,22109949
"Material de Transporte",20130121,9.96,2216,670000,9169521
"Material de Transporte",20130122,10.18,5882,1995500,27824198
"Material de Transporte",20130123,10.20,5969,2154400,29875494
"Material de Transporte",20130124,10.92,17801,9254100,143711321
"Material de Transporte",20130128,11.24,9027,3376100,50832892
"Material de Transporte",20130129,11.23,10528,3388700,52276071
"Material de Transporte",20130130,11.29,9135,4100800,62918216
"Material de Transporte",20130131,11.34,9114,3681400,56577314
"Material de Transporte",20130201,11.34,11684,3741200,54967928
"Material de Transporte",20130204,11.24,9807,3355200,50625294
"Material de Transporte",20130205,11.34,7584,2611200,40788824
"Material de Transporte",20130206,11.46,9285,2918300,44085334
"Material de Transporte",20130207,11.19,6932,2990600,46143096
"Material de Transporte",20130208,11.11,6144,2382500,34990669
"Material de Transporte",20130213,11.18,6362,1811700,27685701
"Material de Transporte",20130214,10.90,4969,3544500,54106264
"Material de Transporte",20130215,11.25,8663,4178900,64433231
"Material de Transporte",20130218,10.73,3405,1027600,15004708
"Material de Transporte",20130219,10.94,7823,3452000,53223323
"Material de Transporte",20130220,11.00,9851,3257900,46786046
"Material de Transporte",20130221,11.02,12843,4611100,68402419
"Material de Transporte",20130222,11.01,8474,3564200,54765295
"Material de Transporte",20130225,11.13,6309,2408100,36977730
"Material de Transporte",20130226,11.09,10225,3280900,49754290
"Material de Transporte",20130227,11.55,8297,2365500,35420490
"Material de Transporte",20130228,11.56,13543,5016500,76542106
"Material de Transporte",20130301,11.61,9064,2198100,33249244
"Material de Transporte",20130304,11.46,6773,2819400,43977479
"Material de Transporte",20130305,11.18,8698,2575900,39727488
"Material de Transporte",20130306,11.32,10747,4016200,61195812
"Material de Transporte",20130307,11.38,8713,2813100,42403486
"Material de Transporte",20130308,11.79,6481,3160400,47916866
"Material de Transporte",20130311,11.69,6579,2717000,43944690
"Material de Transporte",20130312,11.64,8097,3437000,55409375
"Material de Transporte",20130313,11.79,10757,4185900,68369941
"Material de Transporte",20130314,11.89,11873,3830300,63075013
"Material de Transporte",20130315,11.50,5684,2510400,41382167
"Material de Transporte",20130318,11.79,6165,2464600,41325066
"Material de Transporte",20130319,12.03,7509,2829300,45892708
"Material de Transporte",20130320,11.77,8258,2443800,38033819
"Material de Transporte",20130321,11.89,8014,2820900,44289919
"Material de Transporte",20130322,11.52,5676,1903900,29672188
"Material de Transporte",20130325,11.64,6037,2223100,35432051
"Material de Transporte",20130326,11.80,6417,2722200,45168955
"Material de Transporte",20130327,11.98,7694,2573200,41805532
"Material de Transporte",20130328,12.00,12036,3565700,57872275
"Material de Transporte",20130401,11.91,9764,3600200,59968848
"Material de Transporte",20130402,11.99,9274,3297300,54149647
"Material de Transporte",20130403,11.73,9096,3743900,60194611
"Material de Transporte",20130404,11.57,8002,3224600,50087142
"Material de Transporte",20130405,11.47,7363,2570500,41147674
"Material de Transporte",20130408,11.94,6600,1753700,28637373
"Material de Transporte",20130409,12.03,8683,2306000,38676470
"Material de Transporte",20130410,11.87,7745,2622900,43134846
"Material de Transporte",20130411,12.15,6231,2277400,36332514
"Material de Transporte",20130412,11.83,6036,1950100,32406471
"Material de Transporte",20130415,11.55,9450,3317700,53859170
"Material de Transporte",20130416,11.61,7733,3792200,62078983
"Material de Transporte",20130417,10.83,15088,9600300,151569420
"Material de Transporte",20130418,11.09,7958,3613300,57672361
"Material de Transporte",20130419,11.16,9039,3614200,55986262
"Material de Transporte",20130422,11.13,7785,3408900,52036301
"Material de Transporte",20130423,11.83,7026,2346100,38172719
"Material de Transporte",20130424,11.34,7344,2938800,47065493
"Material de Transporte",20130425,11.40,14353,5475300,91779618
"Material de Transporte",20130426,10.80,8762,3643500,58005286
"Material de Transporte",20130429,11.10,7594,2177100,33832498
"Material de Transporte",20130430,11.29,14099,7360500,120671127
"Material de Transporte",20130502,11.36,10830,2497600,39120688
"Material de Transporte",20130503,11.69,11277,6879800,116143816
"Material de Transporte",20130506,11.48,8959,4596900,76023976
"Material de Transporte",20130507,11.66,7864,3801200,60742213
"Material de Transporte",20130508,11.76,7684,3974000,64387477
"Material de Transporte",20130509,12.17,6771,3491800,59338392
"Material de Transporte",20130510,11.80,8154,3760400,61516567
"Material de Transporte",20130513,11.86,8569,2764900,46407238
"Material de Transporte",20130514,11.92,7741,3538300,57673451
"Material de Transporte",20130515,11.77,7489,3201200,52838307
"Material de Transporte",20130516,12.04,9966,4134700,68428102
"Material de Transporte",20130517,12.35,10518,3020800,53234653
"Material de Transporte",20130520,12.21,6755,1939000,33738474
"Material de Transporte",20130521,12.66,13751,7124400,133871424
"Material de Transporte",20130522,12.33,8756,3924900,69718132
"Material de Transporte",20130523,12.06,8484,2565100,42040498
