"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Energia Eletrica",20141106,17.29,41681,10377300,150927452
"Energia Eletrica",20141107,17.32,33066,13138600,223828381
"Energia Eletrica",20141110,17.71,33216,11131200,172766871
"Energia Eletrica",20141111,17.48,30858,9377500,135188153
"Energia Eletrica",20141112,17.53,35837,10672300,159503139
"Energia Eletrica",20141113,17.39,29840,8879000,126526886
"Energia Eletrica",20141114,16.80,61051,22152300,265004840
"Energia Eletrica",20141117,16.82,39944,20364200,209339682
"Energia Eletrica",20141118,16.78,64178,20590200,212383748
"Energia Eletrica",20141119,17.43,55023,17571200,209207455
"Energia Eletrica",20141121,18.06,91446,22508100,325500972
"Energia Eletrica",20141124,18.42,60261,17083300,235694995
"Energia Eletrica",20141125,18.26,50368,18780700,297077141
"Energia Eletrica",20141126,18.20,32012,9908800,150261860
"Energia Eletrica",20141127,18.37,21575,6955900,98721967
"Energia Eletrica",20141128,18.27,34287,10866700,184131947
"Energia Eletrica",20141201,17.71,60210,15158900,210735570
"Energia Eletrica",20141202,17.69,52016,17060700,225433907
"Energia Eletrica",20141203,17.85,28650,9294700,125629816
"Energia Eletrica",20141204,17.58,40468,10709600,141889165
"Energia Eletrica",20141205,17.51,42398,12868500,155542072
"Energia Eletrica",20141208,17.35,39057,12343700,152046023
"Energia Eletrica",20141209,17.05,38309,12919700,158328059
"Energia Eletrica",20141210,17.14,45327,18243600,225118611
"Energia Eletrica",20141211,17.14,44558,14698800,187055780
"Energia Eletrica",20141212,17.34,50549,14886600,199228048
"Energia Eletrica",20141215,17.16,52966,15249600,198262497
"Energia Eletrica",20141216,16.68,60803,19229700,231404756
"Energia Eletrica",20141217,17.09,82718,22199500,298368309
"Energia Eletrica",20141218,17.21,42457,12467700,153102303
"Energia Eletrica",20141219,17.20,46812,15274600,192176413
"Energia Eletrica",20141222,17.40,35967,10509900,137840716
"Energia Eletrica",20141223,17.66,31325,9533100,125354939
"Energia Eletrica",20141226,17.82,21795,6896100,85867115
"Energia Eletrica",20141229,18.24,28968,9993100,131274332
"Energia Eletrica",20141230,18.13,31466,13204000,179298922
"Energia Eletrica",20150102,17.37,43428,12300500,160700381
"Energia Eletrica",20150105,16.93,50416,12558700,172628106
"Energia Eletrica",20150106,17.11,39024,10643000,147751722
"Energia Eletrica",20150107,17.52,47393,11371400,156480122
"Energia Eletrica",20150108,17.75,35715,10890800,148464473
"Energia Eletrica",20150109,17.00,53944,17659700,237627936
"Energia Eletrica",20150112,16.51,52344,13629000,165109774
"Energia Eletrica",20150113,16.69,50304,14246300,184753659
"Energia Eletrica",20150114,16.91,47458,15160800,221703906
"Energia Eletrica",20150115,17.31,59081,16317600,244699988
"Energia Eletrica",20150116,17.43,46006,13920900,193176584
"Energia Eletrica",20150119,16.97,31765,9305400,126861520
"Energia Eletrica",20150120,16.43,49365,20173000,228155683
"Energia Eletrica",20150121,16.55,46127,15637800,200500484
"Energia Eletrica",20150122,16.73,33478,17552600,241949139
"Energia Eletrica",20150123,16.30,34077,9561600,134198156
"Energia Eletrica",20150126,15.96,34191,11609100,148929474
"Energia Eletrica",20150127,16.08,39373,12162600,156347005
"Energia Eletrica",20150128,16.26,37945,14123100,217723515
"Energia Eletrica",20150129,16.55,45884,15112500,191594476
"Energia Eletrica",20150130,16.05,55680,17076900,212435264
"Energia Eletrica",20150202,16.12,44095,12663800,171472308
"Energia Eletrica",20150203,16.49,47623,13076200,178158137
"Energia Eletrica",20150204,16.23,41920,11244200,164483070
"Energia Eletrica",20150205,16.06,38755,9890000,131517068
"Energia Eletrica",20150206,15.68,44448,11516100,150100671
"Energia Eletrica",20150209,15.77,39188,8830600,110941131
"Energia Eletrica",20150210,15.68,41032,10701900,139643732
"Energia Eletrica",20150211,15.52,36309,13837900,174564786
"Energia Eletrica",20150212,15.92,51801,16792000,216131121
"Energia Eletrica",20150213,16.45,46191,14200100,193264894
"Energia Eletrica",20150218,16.80,43780,11944000,179650421
"Energia Eletrica",20150219,16.81,30383,8492600,125528993
"Energia Eletrica",20150220,16.48,23544,8105100,102815139
"Energia Eletrica",20150223,16.33,32096,8762400,114153378
"Energia Eletrica",20150224,16.46,35837,9669000,134180935
"Energia Eletrica",20150225,16.50,30327,8584100,122863368
"Energia Eletrica",20150226,16.89,33947,11778200,171940200
"Energia Eletrica",20150227,17.23,63442,17032600,264437023
"Energia Eletrica",20150302,16.92,36491,12181300,172213730
"Energia Eletrica",20150303,16.67,40640,9769200,130560571
"Energia Eletrica",20150304,16.47,45627,12160300,150633728
"Energia Eletrica",20150305,16.49,35158,9341900,130011177
"Energia Eletrica",20150306,16.53,35941,9426600,124439337
"Energia Eletrica",20150309,16.20,39130,11315100,148649556
"Energia Eletrica",20150310,16.09,47583,11753300,153321679
"Energia Eletrica",20150311,16.18,29269,9925500,125827989
"Energia Eletrica",20150312,16.42,44996,17062500,254898636
"Energia Eletrica",20150313,16.22,61491,16155700,196348074
"Energia Eletrica",20150316,16.48,37173,11856200,161702837
"Energia Eletrica",20150317,16.76,43984,13582400,171891412
"Energia Eletrica",20150318,17.18,47417,14347300,184470484
"Energia Eletrica",20150319,17.02,37992,10237000,121197511
"Energia Eletrica",20150320,17.71,56069,20932300,272154865
"Energia Eletrica",20150323,17.88,44205,10837100,148215159
"Energia Eletrica",20150324,18.01,45462,11918400,161399576
"Energia Eletrica",20150325,17.86,46641,13715500,183219386
"Energia Eletrica",20150326,17.27,46546,15695100,218811802
"Energia Eletrica",20150327,17.11,59948,15491300,225592023
"Energia Eletrica",20150330,17.71,42845,18109700,303322556
"Energia Eletrica",20150331,17.71,45534,16265900,244056048
"Energia Eletrica",20150401,18.43,66766,25864900,447243384
"Energia Eletrica",20150402,18.60,57515,15390000,248616516
"Energia Eletrica",20150406,18.66,38421,11373100,175278792
"Energia Eletrica",20150407,18.52,32906,9790200,156726057
"Energia Eletrica",20150408,18.32,44135,13478300,176176828
"Energia Eletrica",20150409,18.37,48358,12779800,187496644
"Energia Eletrica",20150410,18.55,33564,16949300,343051835
"Energia Eletrica",20150413,18.71,37395,9925700,146320018
"Energia Eletrica",20150414,18.40,35707,9399300,146298889
"Energia Eletrica",20150415,18.67,36212,8591100,130901067
"Energia Eletrica",20150416,18.66,32262,9328700,133708182
"Energia Eletrica",20150417,18.56,32427,9093200,139619904
"Energia Eletrica",20150420,18.52,27079,7198600,116522192
"Energia Eletrica",20150422,18.57,40285,12151800,180416846
"Energia Eletrica",20150423,19.01,35091,9923500,169601884
"Energia Eletrica",20150424,19.13,40242,12793400,183578089
"Energia Eletrica",20150427,18.88,38950,12513700,185281707
"Energia Eletrica",20150428,18.97,49850,17826500,268112171
"Energia Eletrica",20150429,18.88,54191,15978800,249965462
"Energia Eletrica",20150430,18.53,50034,19405600,292340659
"Energia Eletrica",20150504,19.04,52869,24634000,418860772
"Energia Eletrica",20150505,19.83,69336,23730100,338526130
"Energia Eletrica",20150506,20.06,72064,22466900,331605678
"Energia Eletrica",20150507,19.82,44887,16965500,253411527
"Energia Eletrica",20150508,19.68,40107,10698000,168663193
"Energia Eletrica",20150511,19.93,33790,13755100,235598625
"Energia Eletrica",20150512,19.76,51743,14895600,267598070
"Energia Eletrica",20150513,19.09,60950,17664300,235357702
"Energia Eletrica",20150514,19.09,55302,15725600,240221047
"Energia Eletrica",20150515,19.40,47345,13256100,216313094
"Energia Eletrica",20150518,19.32,57122,17019200,268322431
"Energia Eletrica",20150519,19.41,49379,16413300,249798185
"Energia Eletrica",20150520,19.16,41250,18984300,327610872
"Energia Eletrica",20150521,18.88,45956,16045400,243899391
"Energia Eletrica",20150522,18.36,59400,15736800,225781939
"Energia Eletrica",20150525,18.76,27104,9703800,142681844
"Energia Eletrica",20150526,18.42,58993,15853600,203380760
"Energia Eletrica",20150527,18.68,61315,21281000,282847079
"Energia Eletrica",20150528,18.80,50958,15730500,202156207
"Energia Eletrica",20150529,18.46,88217,64644400,740402864
"Energia Eletrica",20150601,18.59,48133,14836700,191819155
"Energia Eletrica",20150602,18.79,50757,14471300,215239189
"Energia Eletrica",20150603,18.68,55436,15472000,227496557
"Energia Eletrica",20150605,18.49,42982,11987900,184736268
"Energia Eletrica",20150608,18.51,35297,10176300,166416872
"Energia Eletrica",20150609,18.52,48811,14871400,231453725
"Energia Eletrica",20150610,18.53,44927,11578300,161659824
"Energia Eletrica",20150611,18.40,41037,10911000,165810421
"Energia Eletrica",20150612,18.02,42732,12467300,217106862
"Energia Eletrica",20150615,18.03,43930,11688100,194029811
"Energia Eletrica",20150616,18.20,46394,13515300,222268873
"Energia Eletrica",20150617,18.10,46327,13217000,213862632
"Energia Eletrica",20150618,18.42,44714,11053800,185172236
"Energia Eletrica",20150619,18.46,36733,11305300,185187207
"Energia Eletrica",20150622,18.49,39701,10377500,157655195
"Energia Eletrica",20150623,18.61,39158,13346100,194433778
"Energia Eletrica",20150624,18.35,44962,21712100,306432691
"Energia Eletrica",20150625,17.92,49767,18311800,248889738
"Energia Eletrica",20150626,18.18,59503,16122000,246263629
"Energia Eletrica",20150629,17.90,34033,8548800,119132527
"Energia Eletrica",20150630,18.08,53139,13405100,201061991
"Energia Eletrica",20150701,17.91,47327,10968300,175754752
"Energia Eletrica",20150702,18.06,37837,12940400,191992368
"Energia Eletrica",20150703,18.25,17966,4256400,66090888
"Energia Eletrica",20150706,18.05,36074,8582400,127489848
"Energia Eletrica",20150707,18.03,51854,15490600,214153039
"Energia Eletrica",20150708,18.30,48739,13463700,195345855
"Energia Eletrica",20150710,18.16,46030,11048100,180724059
"Energia Eletrica",20150713,18.47,41020,9930400,151601931
"Energia Eletrica",20150714,18.52,41968,9703400,150425949
"Energia Eletrica",20150715,18.85,40856,9659000,141672864
"Energia Eletrica",20150716,18.69,31278,7593800,129157302
"Energia Eletrica",20150717,18.51,37575,9384900,150693210
"Energia Eletrica",20150720,18.31,38955,11091000,182347092
"Energia Eletrica",20150721,18.36,40273,14683100,213809423
"Energia Eletrica",20150722,18.33,52497,15130700,205696136
"Energia Eletrica",20150723,18.00,47292,16224000,230696110
"Energia Eletrica",20150724,17.35,43676,13884900,183297924
"Exploracao de Imoveis",20080102,14.27,298,355300,8189759
"Exploracao de Imoveis",20080103,13.70,366,819200,17946675
"Exploracao de Imoveis",20080104,13.63,237,293400,6320379
"Exploracao de Imoveis",20080107,13.63,396,430600,8895621
"Exploracao de Imoveis",20080108,13.54,396,580700,11953155
"Exploracao de Imoveis",20080109,12.83,292,368900,7414260
"Exploracao de Imoveis",20080110,13.73,257,638400,12941254
"Exploracao de Imoveis",20080111,12.88,391,601900,11735172
"Exploracao de Imoveis",20080114,12.74,324,662100,12566290
"Exploracao de Imoveis",20080115,11.78,278,667800,12358281
"Exploracao de Imoveis",20080116,11.60,289,578900,10417725
"Exploracao de Imoveis",20080117,10.78,287,567500,9800113
"Exploracao de Imoveis",20080118,11.79,379,918100,15552322
"Exploracao de Imoveis",20080121,11.01,314,551700,9156809
"Exploracao de Imoveis",20080122,11.19,341,791300,13301202
"Exploracao de Imoveis",20080123,10.79,314,1027000,17338619
"Exploracao de Imoveis",20080124,11.90,319,600100,10750631
"Exploracao de Imoveis",20080128,11.55,250,510300,9131873
"Exploracao de Imoveis",20080129,11.84,368,961400,17292073
"Exploracao de Imoveis",20080130,12.35,189,1208000,21799865
"Exploracao de Imoveis",20080131,11.76,324,916900,16802466
"Exploracao de Imoveis",20080201,12.26,196,878600,16255931
"Exploracao de Imoveis",20080206,11.79,104,351800,6459840
"Exploracao de Imoveis",20080207,13.15,161,301100,5378950
"Exploracao de Imoveis",20080208,12.32,150,247600,4642798
"Exploracao de Imoveis",20080211,12.41,229,591000,10972045
"Exploracao de Imoveis",20080212,12.00,261,740200,13844056
"Exploracao de Imoveis",20080213,11.63,151,181400,3490279
"Exploracao de Imoveis",20080214,12.63,399,918200,17929976
"Exploracao de Imoveis",20080215,12.49,139,379500,7271062
"Exploracao de Imoveis",20080218,12.38,214,240700,4757097
"Exploracao de Imoveis",20080219,11.92,174,284100,5558336
"Exploracao de Imoveis",20080220,11.12,373,273800,5131505
"Exploracao de Imoveis",20080221,12.87,226,415800,8139838
"Exploracao de Imoveis",20080222,13.04,175,283200,5540503
"Exploracao de Imoveis",20080225,12.25,390,477400,9536794
"Exploracao de Imoveis",20080226,13.63,308,509900,10511356
"Exploracao de Imoveis",20080227,13.37,142,376700,7725347
"Exploracao de Imoveis",20080228,13.14,164,166500,3385289
"Exploracao de Imoveis",20080229,12.94,118,161300,3207244
"Exploracao de Imoveis",20080303,14.24,217,308100,6213460
"Exploracao de Imoveis",20080304,12.74,234,430600,8697267
"Exploracao de Imoveis",20080305,13.14,126,180700,3664888
"Exploracao de Imoveis",20080306,13.97,95,467100,9680257
"Exploracao de Imoveis",20080307,14.36,124,211500,4320461
"Exploracao de Imoveis",20080310,13.23,74,72900,1426849
"Exploracao de Imoveis",20080311,12.80,337,583800,11164666
"Exploracao de Imoveis",20080312,12.43,158,877400,16711675
"Exploracao de Imoveis",20080313,9.91,197,483700,8571209
"Exploracao de Imoveis",20080314,12.04,99,355100,6313837
"Exploracao de Imoveis",20080317,11.60,308,452600,8019944
"Exploracao de Imoveis",20080318,11.86,144,619900,11729994
"Exploracao de Imoveis",20080319,11.26,209,276700,4633033
"Exploracao de Imoveis",20080320,12.56,144,369700,6501821
"Exploracao de Imoveis",20080324,10.25,274,1672100,27778467
"Exploracao de Imoveis",20080325,11.00,169,219500,3773452
"Exploracao de Imoveis",20080326,11.06,166,204100,3516023
"Exploracao de Imoveis",20080327,10.90,110,206100,3477745
"Exploracao de Imoveis",20080328,9.63,132,269800,4401778
"Exploracao de Imoveis",20080331,10.78,162,342900,5686683
"Exploracao de Imoveis",20080401,11.39,278,995300,16811029
"Exploracao de Imoveis",20080402,11.17,428,978100,16208449
"Exploracao de Imoveis",20080403,11.29,123,177200,3176103
"Exploracao de Imoveis",20080404,10.29,135,183500,2988177
"Exploracao de Imoveis",20080407,11.54,232,292900,5099654
"Exploracao de Imoveis",20080408,11.07,154,205200,3594960
"Exploracao de Imoveis",20080409,11.48,134,328400,5686559
"Exploracao de Imoveis",20080410,9.86,108,208900,3520405
"Exploracao de Imoveis",20080411,9.79,93,164900,2662798
"Exploracao de Imoveis",20080414,10.98,133,105500,1750730
"Exploracao de Imoveis",20080415,11.86,131,171800,2822638
"Exploracao de Imoveis",20080416,11.10,187,297000,4831656
"Exploracao de Imoveis",20080417,11.66,286,819800,13271613
"Exploracao de Imoveis",20080418,10.90,116,331100,5313784
"Exploracao de Imoveis",20080422,11.05,207,331800,5720560
"Exploracao de Imoveis",20080423,11.10,275,715800,12069250
"Exploracao de Imoveis",20080424,12.03,106,65200,1119044
"Exploracao de Imoveis",20080425,10.91,168,321000,5567366
"Exploracao de Imoveis",20080428,10.03,150,76700,1295059
"Exploracao de Imoveis",20080429,12.12,278,796900,13667898
"Exploracao de Imoveis",20080430,11.65,240,545700,9621309
"Exploracao de Imoveis",20080502,13.58,668,1892800,38617691
"Exploracao de Imoveis",20080505,13.02,372,644800,13651486
"Exploracao de Imoveis",20080506,12.73,396,505700,10308142
"Exploracao de Imoveis",20080507,12.09,378,594100,11747728
"Exploracao de Imoveis",20080508,12.22,192,306900,5992162
"Exploracao de Imoveis",20080509,12.84,153,205200,3980897
"Exploracao de Imoveis",20080512,12.05,128,59000,1150344
"Exploracao de Imoveis",20080513,12.35,147,199000,3934089
"Exploracao de Imoveis",20080514,13.05,194,256600,5118718
"Exploracao de Imoveis",20080515,12.61,163,472300,9439575
"Exploracao de Imoveis",20080516,12.74,308,536400,10700195
"Exploracao de Imoveis",20080519,13.32,260,877800,17511863
"Exploracao de Imoveis",20080520,12.37,143,210000,4142592
"Exploracao de Imoveis",20080521,11.49,94,218000,4226179
"Exploracao de Imoveis",20080523,12.44,228,339300,6642095
"Exploracao de Imoveis",20080526,11.47,51,90900,1796949
"Exploracao de Imoveis",20080527,12.77,213,493900,9666278
"Exploracao de Imoveis",20080528,12.02,290,941400,18085872
"Exploracao de Imoveis",20080529,12.46,341,519000,9844112
"Exploracao de Imoveis",20080530,12.07,242,323600,6230341
"Exploracao de Imoveis",20080602,11.53,145,98200,1855495
"Exploracao de Imoveis",20080603,11.29,157,197200,3677047
"Exploracao de Imoveis",20080604,10.50,171,191000,3468325
"Exploracao de Imoveis",20080605,10.71,211,561500,10070743
"Exploracao de Imoveis",20080606,10.67,207,1066600,19205431
"Exploracao de Imoveis",20080609,12.08,189,216400,3882086
"Exploracao de Imoveis",20080610,11.76,170,231000,4063561
"Exploracao de Imoveis",20080611,11.98,126,214400,3777195
"Exploracao de Imoveis",20080612,12.54,163,445800,8058699
"Exploracao de Imoveis",20080613,12.15,157,459500,8393259
"Exploracao de Imoveis",20080616,10.81,211,80900,1464904
"Exploracao de Imoveis",20080617,10.80,228,320300,5796219
"Exploracao de Imoveis",20080618,12.68,167,155400,2829692
"Exploracao de Imoveis",20080619,12.14,251,452900,8001942
"Exploracao de Imoveis",20080620,11.13,225,591200,10205710
"Exploracao de Imoveis",20080623,12.05,258,194700,3440988
"Exploracao de Imoveis",20080624,10.52,164,345500,5899716
"Exploracao de Imoveis",20080625,10.84,119,420300,7349871
"Exploracao de Imoveis",20080626,11.04,79,156900,2742048
"Exploracao de Imoveis",20080627,10.68,281,251200,4236724
"Exploracao de Imoveis",20080630,10.67,403,488200,8428179
"Exploracao de Imoveis",20080701,10.96,406,450600,7195280
"Exploracao de Imoveis",20080702,9.69,281,281100,4171658
"Exploracao de Imoveis",20080703,9.81,281,214400,3395973
"Exploracao de Imoveis",20080704,10.85,138,161300,2386157
"Exploracao de Imoveis",20080707,9.42,166,320900,4550429
"Exploracao de Imoveis",20080708,9.99,131,420600,5691629
"Exploracao de Imoveis",20080710,9.14,250,324100,4199153
"Exploracao de Imoveis",20080711,9.26,172,361300,4946827
"Exploracao de Imoveis",20080714,9.37,284,320700,4324364
"Exploracao de Imoveis",20080715,9.85,261,284000,4183934
"Exploracao de Imoveis",20080716,9.53,371,418200,6262032
"Exploracao de Imoveis",20080717,10.82,173,133700,1972517
"Exploracao de Imoveis",20080718,9.30,382,479400,6196005
"Exploracao de Imoveis",20080721,9.35,164,199100,2624551
"Exploracao de Imoveis",20080722,8.05,359,888100,10292165
"Exploracao de Imoveis",20080723,10.13,745,1439900,19964706
"Exploracao de Imoveis",20080724,9.69,434,797600,12096128
"Exploracao de Imoveis",20080725,9.75,346,547900,8459250
"Exploracao de Imoveis",20080728,9.00,153,276700,4426945
"Exploracao de Imoveis",20080729,9.22,131,235600,3483518
"Exploracao de Imoveis",20080730,11.03,193,992800,16123193
"Exploracao de Imoveis",20080731,10.31,198,638200,9426189
"Exploracao de Imoveis",20080801,9.09,155,524300,7918477
"Exploracao de Imoveis",20080804,9.81,79,138000,2001050
"Exploracao de Imoveis",20080805,9.58,118,193500,2807875
"Exploracao de Imoveis",20080806,10.25,108,215200,3427562
"Exploracao de Imoveis",20080807,10.46,252,1172800,19960604
"Exploracao de Imoveis",20080808,11.75,94,331300,5527295
"Exploracao de Imoveis",20080811,9.64,106,271600,4552326
"Exploracao de Imoveis",20080812,9.97,181,496400,8049099
"Exploracao de Imoveis",20080813,10.41,64,101700,1552199
"Exploracao de Imoveis",20080814,11.19,334,416200,6335009
"Exploracao de Imoveis",20080815,11.06,161,688100,11798307
"Exploracao de Imoveis",20080818,10.03,186,202100,3157261
"Exploracao de Imoveis",20080819,9.09,95,320600,4709233
"Exploracao de Imoveis",20080820,9.94,124,203500,3007558
"Exploracao de Imoveis",20080821,8.84,151,340300,4780653
"Exploracao de Imoveis",20080822,8.72,164,135500,1918084
"Exploracao de Imoveis",20080825,8.36,180,116600,1646354
"Exploracao de Imoveis",20080826,9.65,133,276600,4552682
"Exploracao de Imoveis",20080827,9.37,87,142900,2061158
"Exploracao de Imoveis",20080828,10.45,367,461800,7030051
"Exploracao de Imoveis",20080829,9.65,338,252800,3774533
"Exploracao de Imoveis",20080901,9.93,155,144000,2082763
"Exploracao de Imoveis",20080902,9.18,217,160900,2350289
"Exploracao de Imoveis",20080903,10.23,68,142600,2280797
"Exploracao de Imoveis",20080904,10.25,118,174800,2475471
"Exploracao de Imoveis",20080905,9.54,236,173200,2478302
"Exploracao de Imoveis",20080908,10.63,130,145400,2101971
"Exploracao de Imoveis",20080909,10.50,68,42500,629187
"Exploracao de Imoveis",20080910,10.42,252,157800,2108326
"Exploracao de Imoveis",20080911,10.55,163,208200,3202812
"Exploracao de Imoveis",20080912,10.45,119,229600,3516423
"Exploracao de Imoveis",20080915,9.26,283,118900,1639124
"Exploracao de Imoveis",20080916,9.27,239,443500,6330475
"Exploracao de Imoveis",20080917,7.66,375,325800,3725331
"Exploracao de Imoveis",20080918,8.48,653,723100,7952447
"Exploracao de Imoveis",20080919,9.57,535,461600,5937468
"Exploracao de Imoveis",20080922,7.94,107,126600,1604544
"Exploracao de Imoveis",20080923,8.12,269,249000,3051785
"Exploracao de Imoveis",20080924,9.71,112,218900,3170979
"Exploracao de Imoveis",20080925,7.64,175,1179900,13878986
"Exploracao de Imoveis",20080926,8.54,229,321600,4805747
"Exploracao de Imoveis",20080929,8.51,247,400700,5322360
"Exploracao de Imoveis",20080930,9.23,130,848600,12686804
"Exploracao de Imoveis",20081001,9.19,428,824200,10955841
"Exploracao de Imoveis",20081002,7.76,165,1048000,15452426
"Exploracao de Imoveis",20081003,8.18,143,128900,1614635
"Exploracao de Imoveis",20081006,6.77,242,704300,6456110
"Exploracao de Imoveis",20081007,8.85,349,255900,3426038
"Exploracao de Imoveis",20081008,6.75,416,767000,6549495
"Exploracao de Imoveis",20081009,7.17,333,864200,7298513
"Exploracao de Imoveis",20081010,6.57,358,556900,6140574
"Exploracao de Imoveis",20081013,6.61,409,770700,9002727
"Exploracao de Imoveis",20081014,7.56,176,109100,1116901
"Exploracao de Imoveis",20081015,6.49,132,317800,3833099
"Exploracao de Imoveis",20081016,6.35,128,159100,1525742
"Exploracao de Imoveis",20081017,6.40,244,253600,2261240
"Exploracao de Imoveis",20081020,7.30,409,321400,2597617
"Exploracao de Imoveis",20081021,6.57,265,246700,2269131
"Exploracao de Imoveis",20081022,5.37,298,253500,1686742
"Exploracao de Imoveis",20081023,4.31,301,222600,1502105
"Exploracao de Imoveis",20081024,4.15,240,367800,2046795
"Exploracao de Imoveis",20081027,4.67,283,333400,2009815
"Exploracao de Imoveis",20081028,5.00,450,595800,4063020
"Exploracao de Imoveis",20081029,5.85,439,518900,4238860
"Exploracao de Imoveis",20081030,6.58,605,682400,6322349
"Exploracao de Imoveis",20081031,6.05,464,580700,4966421
"Exploracao de Imoveis",20081103,6.73,255,371000,3796983
"Exploracao de Imoveis",20081104,6.46,577,581800,5650929
"Exploracao de Imoveis",20081105,6.48,399,505500,4879226
"Exploracao de Imoveis",20081106,6.72,260,173700,1574565
"Exploracao de Imoveis",20081107,7.20,234,680000,7487721
"Exploracao de Imoveis",20081110,6.72,211,522600,5747894
"Exploracao de Imoveis",20081111,6.45,135,568800,6087595
"Exploracao de Imoveis",20081112,6.05,227,193700,1659713
"Exploracao de Imoveis",20081113,5.49,455,1307400,9483300
"Exploracao de Imoveis",20081114,6.05,413,364800,2919475
"Exploracao de Imoveis",20081117,5.82,370,669600,5920835
"Exploracao de Imoveis",20081118,5.34,482,599100,4580285
"Exploracao de Imoveis",20081119,6.07,285,757400,6476129
"Exploracao de Imoveis",20081121,5.07,263,530100,3896231
"Exploracao de Imoveis",20081124,5.92,340,662200,5673261
"Exploracao de Imoveis",20081125,6.11,343,693200,5861305
"Exploracao de Imoveis",20081126,6.83,1058,1216300,10217529
"Exploracao de Imoveis",20081127,6.95,132,127800,1302335
"Exploracao de Imoveis",20081128,7.84,415,836800,8875810
"Exploracao de Imoveis",20081201,7.57,141,274000,3003057
"Exploracao de Imoveis",20081202,8.07,92,103400,979299
"Exploracao de Imoveis",20081203,7.75,48,44300,439609
"Exploracao de Imoveis",20081204,7.72,319,172900,1730344
"Exploracao de Imoveis",20081205,6.59,190,271100,2425928
"Exploracao de Imoveis",20081208,7.24,307,899400,8777049
"Exploracao de Imoveis",20081209,7.51,215,479200,4451973
"Exploracao de Imoveis",20081210,7.49,290,329400,3438689
"Exploracao de Imoveis",20081211,8.23,337,704400,7227484
"Exploracao de Imoveis",20081212,7.01,361,723600,7089537
"Exploracao de Imoveis",20081215,7.07,406,536100,5151091
"Exploracao de Imoveis",20081216,7.98,204,636300,6079841
"Exploracao de Imoveis",20081217,8.28,89,169200,1910773
"Exploracao de Imoveis",20081218,9.11,255,366800,3873677
"Exploracao de Imoveis",20081219,7.85,191,657700,6184177
"Exploracao de Imoveis",20081222,10.08,86,176100,2424163
"Exploracao de Imoveis",20081223,7.26,59,605500,7528365
"Exploracao de Imoveis",20081226,7.19,162,330500,3162536
"Exploracao de Imoveis",20081229,7.37,105,113000,1151815
"Exploracao de Imoveis",20081230,6.24,132,826900,7841288
"Exploracao de Imoveis",20090102,6.86,358,362100,4251133
"Exploracao de Imoveis",20090105,7.18,233,251000,2576164
"Exploracao de Imoveis",20090106,7.74,234,518300,5994833
"Exploracao de Imoveis",20090107,7.37,640,1501300,15132519
"Exploracao de Imoveis",20090108,7.77,514,929700,9277761
"Exploracao de Imoveis",20090109,8.61,247,660800,6823726
"Exploracao de Imoveis",20090112,7.53,416,584200,6049484
"Exploracao de Imoveis",20090113,8.05,248,428200,4328924
"Exploracao de Imoveis",20090114,7.71,301,948900,9456585
"Exploracao de Imoveis",20090115,7.52,198,266300,2961435
"Exploracao de Imoveis",20090116,7.56,204,262100,2851107
"Exploracao de Imoveis",20090119,8.06,49,120700,1338859
"Exploracao de Imoveis",20090120,8.22,166,86300,996247
"Exploracao de Imoveis",20090121,8.03,225,353300,4064282
"Exploracao de Imoveis",20090122,6.59,225,166300,1728116
"Exploracao de Imoveis",20090123,6.72,313,1308300,12902426
"Exploracao de Imoveis",20090126,6.51,281,313400,3207785
"Exploracao de Imoveis",20090127,7.10,375,203900,2185016
"Exploracao de Imoveis",20090128,7.64,312,400600,4481007
"Exploracao de Imoveis",20090129,9.14,275,194400,2322796
"Exploracao de Imoveis",20090130,7.81,273,318300,3683985
"Exploracao de Imoveis",20090202,6.84,210,151300,1703337
"Exploracao de Imoveis",20090203,8.26,239,238800,2691934
"Exploracao de Imoveis",20090204,8.82,820,490200,6154029
"Exploracao de Imoveis",20090205,7.76,343,429900,5273617
"Exploracao de Imoveis",20090206,9.15,481,532000,6286692
"Exploracao de Imoveis",20090209,8.93,71,216100,2373590
"Exploracao de Imoveis",20090210,8.46,203,621100,7099713
"Exploracao de Imoveis",20090211,8.81,241,1120300,13440322
"Exploracao de Imoveis",20090212,8.04,322,1659500,18422534
"Exploracao de Imoveis",20090213,8.16,134,125900,1495427
"Exploracao de Imoveis",20090216,8.07,105,33800,402808
"Exploracao de Imoveis",20090217,8.59,200,181800,2425681
"Exploracao de Imoveis",20090218,9.34,223,722500,9544348
"Exploracao de Imoveis",20090219,9.05,189,478100,5595394
"Exploracao de Imoveis",20090220,9.14,254,376200,4558121
"Exploracao de Imoveis",20090225,7.56,53,86400,998074
"Exploracao de Imoveis",20090226,9.11,212,171100,2151638
"Exploracao de Imoveis",20090227,8.79,256,154900,1962812
"Exploracao de Imoveis",20090302,7.62,100,85800,1031505
"Exploracao de Imoveis",20090303,7.63,219,164000,1940769
"Exploracao de Imoveis",20090304,9.29,199,200000,2457711
"Exploracao de Imoveis",20090305,9.24,106,265400,3680140
"Exploracao de Imoveis",20090306,8.25,95,714900,8374668
"Exploracao de Imoveis",20090309,7.18,149,108500,1331890
"Exploracao de Imoveis",20090310,8.21,339,258900,3312414
"Exploracao de Imoveis",20090311,7.33,153,207600,2487416
