"segmento","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Madeira",20080229,7.94,1480,988300,34000962
"Madeira",20080303,8.18,1472,857400,30373332
"Madeira",20080304,8.40,1733,942400,34174099
"Madeira",20080305,8.44,1340,971800,35359152
"Madeira",20080306,8.17,1596,1189000,41898783
"Madeira",20080307,7.91,1282,925400,31583483
"Madeira",20080310,7.80,1172,737900,24832332
"Madeira",20080311,7.92,1078,681100,23303533
"Madeira",20080312,8.02,742,429800,14910717
"Madeira",20080313,7.81,942,475600,16035983
"Madeira",20080314,7.82,838,512300,17294169
"Madeira",20080317,7.61,905,444400,14594187
"Madeira",20080318,7.80,734,422400,14246653
"Madeira",20080319,7.77,945,409600,13752723
"Madeira",20080320,7.33,1060,698000,22021102
"Madeira",20080324,7.51,803,534900,17307938
"Madeira",20080325,7.57,1037,667300,21712075
"Madeira",20080326,7.50,996,785800,25490520
"Madeira",20080327,7.68,842,624800,20741284
"Madeira",20080328,7.79,666,426700,14383742
"Madeira",20080331,7.77,456,442800,14873258
"Madeira",20080401,7.94,868,747800,25740753
"Madeira",20080402,7.98,871,573600,19736956
"Madeira",20080403,7.86,1112,632800,21504088
"Madeira",20080404,7.84,775,522000,17690754
"Madeira",20080407,7.80,838,605100,20347214
"Madeira",20080408,7.64,660,509400,16830707
"Madeira",20080409,7.56,503,260400,8493930
"Madeira",20080410,7.39,1010,762900,24230800
"Madeira",20080411,7.12,972,786700,24218271
"Madeira",20080414,7.00,933,498900,15043026
"Madeira",20080415,7.00,699,404700,12221414
"Madeira",20080416,7.09,1775,917400,28031312
"Madeira",20080417,7.15,1334,825100,25505728
"Madeira",20080418,7.29,816,646700,20396292
"Madeira",20080422,7.29,440,280000,8835228
"Madeira",20080423,7.21,1405,589700,18439804
"Madeira",20080424,7.22,622,429800,13449509
"Madeira",20080425,7.39,798,418500,13377508
"Madeira",20080428,7.43,583,376200,12047853
"Madeira",20080429,7.42,918,500700,16064810
"Madeira",20080430,7.53,1101,856800,28473592
"Madeira",20080502,8.45,3134,2051500,74853404
"Madeira",20080505,8.65,1348,662900,24788538
"Madeira",20080506,8.63,941,488000,18214560
"Madeira",20080507,8.61,1040,674400,25147303
"Madeira",20080508,8.45,860,641700,23399193
"Madeira",20080509,8.28,649,363700,12982502
"Madeira",20080512,8.32,729,572600,20504165
"Madeira",20080513,8.29,1426,921700,33027305
"Madeira",20080514,7.99,1819,990600,34064989
"Madeira",20080515,7.97,930,628100,21598181
"Madeira",20080516,8.07,995,937700,32729070
"Madeira",20080519,8.05,923,663400,23045748
"Madeira",20080520,7.93,813,710000,24264671
"Madeira",20080521,7.97,926,602800,20765416
"Madeira",20080523,7.81,995,467300,15788842
"Madeira",20080526,7.88,427,229100,7808877
"Madeira",20080527,7.87,882,460000,15633753
"Madeira",20080528,8.23,1894,909000,32263877
"Madeira",20080529,8.41,1300,810200,29422681
"Madeira",20080530,8.45,995,614500,22435303
"Madeira",20080602,8.42,777,569900,20726895
"Madeira",20080603,8.44,783,703000,25715479
"Madeira",20080604,8.44,1115,619100,22603194
"Madeira",20080605,8.62,1228,727500,27427168
"Madeira",20080606,8.73,1116,662600,25115130
"Madeira",20080609,8.54,600,289800,10693974
"Madeira",20080610,8.22,668,437000,15469793
"Madeira",20080611,8.16,655,238000,8398573
"Madeira",20080612,8.20,675,417000,14688729
"Madeira",20080613,7.96,578,356600,12244617
"Madeira",20080616,8.00,457,242300,8348500
"Madeira",20080617,8.37,695,549700,19790917
"Madeira",20080618,8.30,1357,758500,27219112
"Madeira",20080619,8.06,438,216100,7563326
"Madeira",20080620,8.00,562,289800,9984106
"Madeira",20080623,7.95,367,347800,11918705
"Madeira",20080624,7.95,474,309500,10634500
"Madeira",20080625,8.10,444,213400,7525081
"Madeira",20080626,7.87,777,482400,16352978
"Madeira",20080627,7.72,678,496900,16565091
"Madeira",20080630,7.88,337,151800,5168797
"Madeira",20080701,7.49,1085,708200,22866744
"Madeira",20080702,7.34,1130,963800,30559484
"Madeira",20080703,7.21,655,510000,15910586
"Madeira",20080704,7.03,448,279200,8498231
"Madeira",20080707,7.05,1292,621300,18939903
"Madeira",20080708,6.82,1072,1184100,35198231
"Madeira",20080710,7.19,952,916600,28437523
"Madeira",20080711,7.17,664,292900,9091599
"Madeira",20080714,7.07,934,488400,14959293
"Madeira",20080715,7.07,1543,630000,19431571
"Madeira",20080716,7.36,1256,749900,23849660
"Madeira",20080717,7.29,1186,510800,16163929
"Madeira",20080718,6.97,1237,880600,26476998
"Madeira",20080721,6.92,1024,641500,19143573
"Madeira",20080722,6.71,895,462500,13369624
"Madeira",20080723,6.65,1245,803600,23107833
"Madeira",20080724,6.43,1224,583900,16287454
"Madeira",20080725,6.38,963,648900,17886764
"Madeira",20080728,6.42,548,234800,6538544
"Madeira",20080729,6.42,938,380800,10600540
"Madeira",20080730,6.63,1338,805200,23079924
"Madeira",20080731,6.66,888,441700,12694416
"Madeira",20080801,6.59,738,484400,13833696
"Madeira",20080804,6.30,856,413100,11265888
"Madeira",20080805,6.46,664,448500,12460420
"Madeira",20080806,6.54,765,387000,10979704
"Madeira",20080807,6.61,667,293700,8394508
"Madeira",20080808,6.45,534,398000,11106316
"Madeira",20080811,6.37,720,341400,9366285
"Madeira",20080812,5.87,1356,1178800,29904234
"Madeira",20080813,5.61,2508,1519700,36652785
"Madeira",20080814,5.60,666,983200,23822360
"Madeira",20080815,5.51,559,416700,9901975
"Madeira",20080818,5.41,747,550500,12927609
"Madeira",20080819,5.20,870,794300,17833535
"Madeira",20080820,5.37,1067,565700,13133344
"Madeira",20080821,5.47,1179,633800,14965140
"Madeira",20080822,5.78,851,632400,15781052
"Madeira",20080825,6.03,1107,646300,16888039
"Madeira",20080826,6.19,959,725500,19364293
"Madeira",20080827,6.23,1009,690100,18542141
"Madeira",20080828,6.41,1059,714100,19880535
"Madeira",20080829,6.44,608,419800,11729743
"Madeira",20080901,6.26,453,172500,4658114
"Madeira",20080902,6.23,682,314700,8454716
"Madeira",20080903,6.11,907,566200,14795198
"Madeira",20080904,5.79,668,320000,8036520
"Madeira",20080905,5.82,844,296700,7415299
"Madeira",20080908,6.12,1232,533900,14155715
"Madeira",20080909,5.84,810,412900,10387639
"Madeira",20080910,5.89,1017,484200,12335409
"Madeira",20080911,5.83,1474,808100,20352285
"Madeira",20080912,5.91,956,451600,11568415
"Madeira",20080915,5.71,913,324300,8002337
"Madeira",20080916,5.33,1824,1285800,29477468
"Madeira",20080917,5.26,1404,896400,20370594
"Madeira",20080918,5.18,1230,1179700,26369112
"Madeira",20080919,5.81,1308,662800,16658771
"Madeira",20080922,5.82,865,416500,10455642
"Madeira",20080923,5.55,826,385400,9232712
"Madeira",20080924,5.35,730,468700,10767349
"Madeira",20080925,5.26,1092,734800,16649039
"Madeira",20080926,5.26,928,378600,8566315
"Madeira",20080929,5.00,862,347300,7368547
"Madeira",20080930,5.07,898,564000,12381429
"Madeira",20081001,5.15,753,481800,10763629
"Madeira",20081002,5.03,851,506700,10902885
"Madeira",20081003,4.94,576,472400,10238150
"Madeira",20081006,4.10,665,473500,8409895
"Madeira",20081007,3.95,1091,458900,7806486
"Madeira",20081008,3.58,1300,774300,12081526
"Madeira",20081009,3.67,1086,446500,7147531
"Madeira",20081010,3.24,1008,521900,7386160
"Madeira",20081013,3.96,1117,618400,10531920
"Madeira",20081014,4.32,1280,697000,12963086
"Madeira",20081015,3.81,1159,557100,9029327
"Madeira",20081016,3.56,1023,444900,6810787
"Madeira",20081017,4.02,955,311700,5398870
"Madeira",20081020,4.17,956,679600,12322210
"Madeira",20081021,4.30,1255,487900,9105182
"Madeira",20081022,3.84,1933,1250800,20494039
"Madeira",20081023,3.58,1180,622400,9657163
"Madeira",20081024,3.27,1241,592100,8296370
"Madeira",20081027,3.27,850,303100,4272544
"Madeira",20081028,3.43,1870,1077200,16299180
"Madeira",20081029,3.70,1354,672900,10812042
"Madeira",20081030,4.02,1062,599100,10435097
"Madeira",20081031,4.10,1197,741500,13354177
"Madeira",20081103,4.32,711,369200,6845564
"Madeira",20081104,4.20,1228,486900,8878306
"Madeira",20081105,4.02,938,562500,9795570
"Madeira",20081106,3.76,1081,353100,5712838
"Madeira",20081107,3.98,660,279100,4786289
"Madeira",20081110,3.92,981,373800,6282235
"Madeira",20081111,3.71,1393,521500,8342741
"Madeira",20081112,3.45,1371,670900,9965827
"Madeira",20081113,3.43,1286,819800,12307256
"Madeira",20081114,3.55,484,241200,3696210
"Madeira",20081117,3.63,559,221000,3488190
"Madeira",20081118,3.52,856,263500,3998922
"Madeira",20081119,3.32,667,261800,3762799
"Madeira",20081121,3.13,835,262300,3531005
"Madeira",20081124,3.17,1134,759000,10308040
"Madeira",20081125,3.17,1350,702200,9580512
"Madeira",20081126,3.23,1187,674600,9439595
"Madeira",20081127,3.25,570,316900,4424033
"Madeira",20081128,3.32,925,572000,8227565
"Madeira",20081201,3.16,991,409800,5556331
"Madeira",20081202,3.13,471,261400,3522887
"Madeira",20081203,3.04,705,345800,4519567
"Madeira",20081204,3.01,1072,385600,5006283
"Madeira",20081205,2.87,999,544100,6723756
"Madeira",20081208,3.03,1907,871000,11398307
"Madeira",20081209,3.25,1336,888000,12430963
"Madeira",20081210,3.53,893,705600,10692024
"Madeira",20081211,3.57,919,500300,7692758
"Madeira",20081212,3.51,1450,647600,9815776
"Madeira",20081215,3.58,675,432500,6689363
"Madeira",20081216,3.78,861,448400,7316659
"Madeira",20081217,3.68,2766,900800,14251747
"Madeira",20081218,3.60,917,480000,7454299
"Madeira",20081219,3.55,610,267600,4089768
"Madeira",20081222,3.52,695,352200,5334345
"Madeira",20081223,3.47,549,244500,3652114
"Madeira",20081226,3.31,585,234500,3309266
"Madeira",20081229,3.24,1016,394500,5499286
"Madeira",20081230,3.31,685,332900,4766351
"Madeira",20090102,3.39,450,188100,2771657
"Madeira",20090105,3.47,1912,825700,12496980
"Madeira",20090106,3.58,1996,1508400,23232019
"Madeira",20090107,3.49,1265,651700,9830394
"Madeira",20090108,3.49,594,325100,4917519
"Madeira",20090109,3.54,770,411400,6298133
"Madeira",20090112,3.47,592,652300,9771682
"Madeira",20090113,3.46,555,442500,6616922
"Madeira",20090114,3.30,845,736500,10407446
"Madeira",20090115,3.22,855,574400,7868964
"Madeira",20090116,3.26,560,399300,5611689
"Madeira",20090119,3.25,462,172700,2408344
"Madeira",20090120,3.24,450,227200,3160382
"Madeira",20090121,3.25,674,345600,4843218
"Madeira",20090122,3.30,916,374200,5341435
"Madeira",20090123,3.37,974,418900,6156377
"Madeira",20090126,3.47,624,463700,6957684
"Madeira",20090127,3.47,557,359500,5384220
"Madeira",20090128,3.52,1089,711800,10847045
"Madeira",20090129,3.55,648,401000,6161355
"Madeira",20090130,3.60,1004,643900,10023444
"Madeira",20090202,3.54,614,261100,3976980
"Madeira",20090203,3.46,1407,563500,8438819
"Madeira",20090204,3.50,1182,675100,10198238
"Madeira",20090205,3.49,498,370100,5624941
"Madeira",20090206,3.61,787,575500,9095627
"Madeira",20090209,3.78,890,617000,10056931
"Madeira",20090210,3.69,974,529000,8432986
"Madeira",20090211,3.57,824,501800,7713844
"Madeira",20090212,3.57,366,236900,3657432
"Madeira",20090213,3.63,417,222400,3505322
"Madeira",20090216,3.62,307,160900,2526490
"Madeira",20090217,3.59,686,455000,7039787
"Madeira",20090218,3.54,1195,411900,6276515
"Madeira",20090219,3.56,364,324600,4970597
"Madeira",20090220,3.49,563,360100,5424960
"Madeira",20090225,3.58,394,196200,3043107
"Madeira",20090226,3.52,710,374900,5732273
"Madeira",20090227,3.43,558,319000,4749783
"Madeira",20090302,3.36,922,662600,9636767
"Madeira",20090303,3.26,2352,1512500,20515061
"Madeira",20090304,3.04,3925,2430300,30883265
"Madeira",20090305,3.00,1237,650400,8176235
"Madeira",20090306,3.05,682,343500,4390036
"Madeira",20090309,3.04,466,213400,2716367
"Madeira",20090310,3.12,1040,711100,9291727
"Madeira",20090311,3.09,1032,662600,8587026
"Madeira",20090312,3.09,771,484000,6285293
"Madeira",20090313,3.18,797,333300,4419252
"Madeira",20090316,3.18,889,488500,6454149
"Madeira",20090317,3.13,1135,717700,9441814
"Madeira",20090318,3.18,950,602200,8007649
"Madeira",20090319,3.19,840,426500,5659457
"Madeira",20090320,3.20,454,247100,3296220
"Madeira",20090323,3.29,1555,698000,9674277
"Madeira",20090324,3.31,1442,988500,13745487
"Madeira",20090325,3.29,1182,676300,9292726
"Madeira",20090326,3.27,1025,583900,8015938
"Madeira",20090327,3.32,820,634500,8820055
"Madeira",20090330,3.36,809,670600,9488286
"Madeira",20090331,3.49,1204,772800,11367739
"Madeira",20090401,3.66,1151,670500,10301220
"Madeira",20090402,3.87,1391,846600,13702808
"Madeira",20090403,4.07,1269,941300,16132827
"Madeira",20090406,4.15,1078,696100,12259397
"Madeira",20090407,4.28,908,669400,12042253
"Madeira",20090408,4.29,746,577900,10426700
"Madeira",20090409,4.28,682,589300,10627097
"Madeira",20090413,4.28,627,377300,6774026
"Madeira",20090414,4.19,1026,526200,9255586
"Madeira",20090415,4.17,1044,679500,11917686
"Madeira",20090416,4.25,814,517300,9194112
"Madeira",20090417,4.14,732,337200,5855084
"Madeira",20090420,4.04,413,290500,4906261
"Madeira",20090422,4.03,1429,497500,8366967
"Madeira",20090423,3.98,837,412000,6826652
"Madeira",20090424,4.22,1150,799900,14133123
"Madeira",20090427,4.09,1556,808500,13771713
"Madeira",20090428,3.98,1518,899000,14947154
"Madeira",20090429,4.03,1205,755700,12749305
"Madeira",20090430,4.07,1525,1246700,21208718
"Madeira",20090504,4.27,1221,1071400,19306916
"Madeira",20090505,4.52,1630,1341700,25444724
"Madeira",20090506,4.67,1777,1284900,25184153
"Madeira",20090507,4.53,1042,472700,9015622
"Madeira",20090508,4.56,671,542000,10385053
"Madeira",20090511,4.46,795,543200,10181733
"Madeira",20090512,4.36,1433,1349600,24731572
"Madeira",20090513,4.26,1463,725400,13008495
"Madeira",20090514,4.08,2659,2122200,36258217
"Madeira",20090515,4.09,1395,736100,12578533
"Madeira",20090518,4.22,1628,905900,16011589
"Madeira",20090519,4.29,1550,626200,11319559
"Madeira",20090520,4.17,1285,731500,12788482
"Madeira",20090521,3.99,2078,836000,13934534
"Madeira",20090522,4.04,2370,867900,14624468
"Madeira",20090525,4.05,1247,445000,7523070
"Madeira",20090526,4.08,2104,1033700,17574424
"Madeira",20090527,4.14,2405,1500700,26153156
"Madeira",20090528,4.22,2509,1851600,32797971
"Madeira",20090529,4.40,2934,4097400,76246469
"Madeira",20090601,4.57,1459,1243200,23927808
"Madeira",20090602,4.56,1631,1107100,21178105
"Madeira",20090603,4.40,990,841800,15611633
"Madeira",20090604,4.40,1125,1024500,18970395
"Madeira",20090605,4.43,1024,591600,10986635
"Madeira",20090608,4.34,719,709500,12936351
"Madeira",20090609,4.35,651,691100,12621397
"Madeira",20090610,4.34,850,495400,9013392
"Madeira",20090612,4.40,796,339500,6281416
"Madeira",20090615,4.36,1489,678300,12448681
"Madeira",20090616,4.30,1341,855700,15460443
"Madeira",20090617,4.31,1808,783800,14217758
"Madeira",20090618,4.38,1201,517900,9548124
"Madeira",20090619,4.51,1690,731300,13881929
"Madeira",20090622,4.71,3649,3563100,70317576
"Madeira",20090623,4.97,3025,2231200,46665495
"Madeira",20090624,4.80,2189,1060400,21392153
"Madeira",20090625,4.90,1861,680400,14035276
"Madeira",20090626,4.96,849,478700,9944194
"Madeira",20090629,5.06,972,385600,8184012
"Madeira",20090630,5.13,1001,580900,12496995
"Madeira",20090701,5.21,1560,1058400,23185232
"Madeira",20090702,5.13,706,366600,7871968
"Madeira",20090703,5.32,966,830800,18635639
"Madeira",20090706,5.60,2813,1227200,28681562
"Madeira",20090707,5.57,1298,599300,14023268
"Madeira",20090708,5.62,2016,885600,20934862
"Madeira",20090710,5.57,1061,438200,10253590
"Madeira",20090713,5.62,636,268700,6317315
"Madeira",20090714,5.56,873,489800,11450332
"Madeira",20090715,5.68,1071,580300,13794710
"Madeira",20090716,5.65,979,724100,17230598
"Madeira",20090717,5.71,544,335100,8019246
"Madeira",20090720,5.85,945,610600,14986390
"Madeira",20090721,5.79,941,439600,10683858
"Madeira",20090722,5.72,730,389300,9356132
"Madeira",20090723,5.81,1252,689700,16860169
"Madeira",20090724,6.18,1416,829900,21487380
"Madeira",20090727,6.19,1265,553400,14303360
"Madeira",20090728,6.20,1143,393700,10230373
"Madeira",20090729,6.19,1128,394500,10208391
"Madeira",20090730,6.33,933,407800,10877506
"Madeira",20090731,6.40,1433,678100,18285572
"Madeira",20090803,6.72,1027,412400,11589296
"Madeira",20090804,6.72,968,555400,15605606
"Madeira",20090805,6.80,916,698900,19916883
"Madeira",20090806,6.64,1651,419900,11678885
"Madeira",20090807,6.68,1077,327900,9154051
"Madeira",20090810,6.58,854,418300,11545926
"Madeira",20090811,6.33,1797,1198000,31857074
"Madeira",20090812,6.30,1787,1560800,41139957
"Madeira",20090813,6.40,1657,722000,19247479
"Madeira",20090814,6.27,948,452400,11786754
"Madeira",20090817,6.34,1219,570300,14991860
"Madeira",20090818,6.65,2046,1222400,33809585
"Madeira",20090819,6.56,1313,900000,24565657
"Madeira",20090820,6.46,1321,868400,23249775
"Madeira",20090821,6.61,2024,1522800,41549869
"Madeira",20090824,6.67,808,368600,10202090
"Madeira",20090825,6.59,742,534200,14609925
"Madeira",20090826,6.65,792,371600,10264312
"Madeira",20090827,6.70,1016,527700,14674290
