"segmento","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Holdings Diversificadas",20131112,38.96,10480,2475700,92945340
"Holdings Diversificadas",20131113,38.46,11887,2653300,97256455
"Holdings Diversificadas",20131114,38.98,9840,2402000,98606771
"Holdings Diversificadas",20131118,39.57,14924,2904700,114894124
"Holdings Diversificadas",20131119,39.15,12448,2485700,97232958
"Holdings Diversificadas",20131121,38.83,9998,2044800,79253531
"Holdings Diversificadas",20131122,38.97,8708,1920400,75809951
"Holdings Diversificadas",20131125,38.54,9830,1800900,75200648
"Holdings Diversificadas",20131126,38.26,11070,2614300,87395028
"Holdings Diversificadas",20131127,38.41,10303,2183700,76652519
"Holdings Diversificadas",20131128,38.69,6633,1670300,56817118
"Holdings Diversificadas",20131129,38.66,5561,1772900,67357223
"Holdings Diversificadas",20131202,38.35,11452,2609700,99117105
"Holdings Diversificadas",20131203,37.86,14372,2865200,108625604
"Holdings Diversificadas",20131204,37.91,16261,3469800,136501899
"Holdings Diversificadas",20131205,37.58,14532,2667100,107327422
"Holdings Diversificadas",20131206,37.98,10576,2482900,98541826
"Holdings Diversificadas",20131209,37.92,6067,1338400,55518253
"Holdings Diversificadas",20131210,37.97,6220,1287800,42327742
"Holdings Diversificadas",20131211,37.85,7187,1519200,59626968
"Holdings Diversificadas",20131212,37.37,9069,2000100,81070869
"Holdings Diversificadas",20131213,37.28,9877,2333900,93210399
"Holdings Diversificadas",20131216,37.92,7063,3100400,98562635
"Holdings Diversificadas",20131217,37.87,9212,1888500,76156461
"Holdings Diversificadas",20131218,37.55,12332,2871000,112428117
"Holdings Diversificadas",20131219,37.70,6574,1607300,58556162
"Holdings Diversificadas",20131220,37.82,5969,1489500,54128799
"Holdings Diversificadas",20131223,37.85,5855,2111900,98116297
"Holdings Diversificadas",20131226,38.12,3694,860300,32383039
"Holdings Diversificadas",20131227,37.22,5904,1257400,51786277
"Holdings Diversificadas",20131230,38.39,4293,1175300,43434595
"Holdings Diversificadas",20140102,37.19,9761,2178700,86021057
"Holdings Diversificadas",20140103,36.44,10202,4078300,173971814
"Holdings Diversificadas",20140106,36.04,13553,3084000,117627297
"Holdings Diversificadas",20140107,36.11,12445,2701200,103602765
"Holdings Diversificadas",20140108,36.20,9682,1939600,76213889
"Holdings Diversificadas",20140109,35.08,13014,4482900,149216470
"Holdings Diversificadas",20140110,35.41,12848,3107800,129592888
"Holdings Diversificadas",20140113,35.53,10213,2445000,81787612
"Holdings Diversificadas",20140114,35.71,9550,1943900,73790468
"Holdings Diversificadas",20140115,35.69,7279,2196700,74652571
"Holdings Diversificadas",20140116,36.04,9994,2300200,85036840
"Holdings Diversificadas",20140117,35.41,8604,2947400,99374751
"Holdings Diversificadas",20140120,35.10,3542,1087700,35558780
"Holdings Diversificadas",20140121,34.87,9651,2591000,93936170
"Holdings Diversificadas",20140122,35.25,10048,2757400,91346528
"Holdings Diversificadas",20140123,35.04,12992,2881600,101535718
"Holdings Diversificadas",20140124,34.73,13440,3372700,130555538
"Holdings Diversificadas",20140127,34.48,14665,4025200,150579100
"Holdings Diversificadas",20140128,34.74,10428,2784000,93582132
"Holdings Diversificadas",20140129,35.32,15615,4282900,147392391
"Holdings Diversificadas",20140130,35.44,13050,3300200,115040257
"Holdings Diversificadas",20140131,34.94,9942,2528000,93761417
"Holdings Diversificadas",20140203,34.71,13707,2596700,90959743
"Holdings Diversificadas",20140204,34.54,14706,3526100,123654836
"Holdings Diversificadas",20140205,34.17,12430,3256100,121854825
"Holdings Diversificadas",20140206,34.80,14889,3912500,136352104
"Holdings Diversificadas",20140207,34.99,13839,3215700,115921932
"Holdings Diversificadas",20140210,34.18,13613,3156100,97365331
"Holdings Diversificadas",20140211,34.47,11651,2196200,79353283
"Holdings Diversificadas",20140212,34.72,11299,2305600,78538209
"Holdings Diversificadas",20140213,34.10,9760,2140200,67159095
"Holdings Diversificadas",20140214,34.58,10694,2406600,73016268
"Holdings Diversificadas",20140217,35.22,5164,1095300,37651335
"Holdings Diversificadas",20140218,34.94,12633,2677200,93241408
"Holdings Diversificadas",20140219,34.93,13486,2828500,97956320
"Holdings Diversificadas",20140220,34.76,13314,2501800,89938642
"Holdings Diversificadas",20140221,34.85,9001,1873300,70289408
"Holdings Diversificadas",20140224,34.66,8349,1770300,61328822
"Holdings Diversificadas",20140225,34.15,9551,2107900,66016050
"Holdings Diversificadas",20140226,34.45,9576,1961800,70533719
"Holdings Diversificadas",20140227,35.12,11316,2118600,73384685
"Holdings Diversificadas",20140228,34.93,14415,3178300,119654861
"Holdings Diversificadas",20140305,34.08,10020,2413500,81273499
"Holdings Diversificadas",20140306,34.18,13001,2743400,95309431
"Holdings Diversificadas",20140307,34.17,15471,3202500,105010167
"Holdings Diversificadas",20140310,33.41,13276,2841300,89810181
"Holdings Diversificadas",20140311,33.45,12443,2370200,81695101
"Holdings Diversificadas",20140312,33.29,10626,2538000,75221557
"Holdings Diversificadas",20140313,32.74,11799,4704900,144328583
"Holdings Diversificadas",20140314,32.66,9770,2379100,86163915
"Holdings Diversificadas",20140317,32.72,9778,1940900,60528233
"Holdings Diversificadas",20140318,33.35,14115,3411400,110654246
"Holdings Diversificadas",20140319,33.84,13937,2847700,97720343
"Holdings Diversificadas",20140320,33.88,15065,3100300,101718921
"Holdings Diversificadas",20140321,34.42,18840,5899500,229211889
"Holdings Diversificadas",20140324,34.35,17677,3445700,100086951
"Holdings Diversificadas",20140325,34.57,16180,3408500,101762267
"Holdings Diversificadas",20140326,34.76,13468,3169900,97793324
"Holdings Diversificadas",20140327,35.12,22015,4230300,167545201
"Holdings Diversificadas",20140328,35.09,19594,3792700,130038914
"Holdings Diversificadas",20140331,35.11,15784,3512700,108236567
"Holdings Diversificadas",20140401,35.55,16462,3118300,103250821
"Holdings Diversificadas",20140402,36.38,23301,4939700,165265120
"Holdings Diversificadas",20140403,36.28,22364,4893300,171275248
"Holdings Diversificadas",20140404,36.71,17774,4160700,159019694
"Holdings Diversificadas",20140407,36.53,15430,3358300,124644941
"Holdings Diversificadas",20140408,36.76,16055,3819500,149101589
"Holdings Diversificadas",20140409,36.59,13496,2592500,96979077
"Holdings Diversificadas",20140410,36.49,12190,2815300,94033217
"Holdings Diversificadas",20140411,36.87,11582,2668600,97311630
"Holdings Diversificadas",20140414,36.73,10327,2326200,80384118
"Holdings Diversificadas",20140415,36.18,15679,3048000,87690022
"Holdings Diversificadas",20140416,36.69,13419,2627100,88910965
"Holdings Diversificadas",20140417,37.11,12921,2736900,82802797
"Holdings Diversificadas",20140422,36.93,14803,3346400,105264054
"Holdings Diversificadas",20140423,36.63,13366,2975900,103517625
"Holdings Diversificadas",20140424,36.42,12021,2598300,84068462
"Holdings Diversificadas",20140425,36.13,13013,3178100,95681291
"Holdings Diversificadas",20140428,36.08,10512,3590100,99694074
"Holdings Diversificadas",20140429,36.07,11222,2840100,85917938
"Holdings Diversificadas",20140430,35.66,10520,3053900,81821538
"Holdings Diversificadas",20140502,36.62,12945,3644300,139317909
"Holdings Diversificadas",20140505,36.81,10883,2738100,107166352
"Holdings Diversificadas",20140506,37.38,14123,2698400,94882182
"Holdings Diversificadas",20140507,37.38,10271,2078200,78443721
"Holdings Diversificadas",20140508,36.48,10692,2590700,85169300
"Holdings Diversificadas",20140509,36.46,7926,1702900,61328066
"Holdings Diversificadas",20140512,36.65,10513,2535000,77156670
"Holdings Diversificadas",20140513,36.78,12450,2843400,97625943
"Holdings Diversificadas",20140514,37.48,14227,3238600,104401885
"Holdings Diversificadas",20140515,37.07,11328,2209500,91062745
"Holdings Diversificadas",20140516,37.07,10801,2680800,103643993
"Holdings Diversificadas",20140519,35.37,18111,4089300,156453734
"Holdings Diversificadas",20140520,35.08,14816,3314900,111114503
"Holdings Diversificadas",20140521,34.68,16844,3789800,140241480
"Holdings Diversificadas",20140522,35.12,10215,2331100,83682599
"Holdings Diversificadas",20140523,35.14,8021,1776100,66846946
"Holdings Diversificadas",20140526,35.62,4632,1353200,56136329
"Holdings Diversificadas",20140527,34.79,7794,1619900,65456836
"Holdings Diversificadas",20140528,34.93,8868,1811300,65598048
"Holdings Diversificadas",20140529,35.28,6559,1650300,54571705
"Holdings Diversificadas",20140530,34.78,16228,5681400,228796538
"Holdings Diversificadas",20140602,34.76,11536,2760800,93333138
"Holdings Diversificadas",20140603,34.87,9665,2349800,76599031
"Holdings Diversificadas",20140604,34.72,7525,2167400,71064588
"Holdings Diversificadas",20140605,34.58,7421,1681300,61000629
"Holdings Diversificadas",20140606,34.74,15825,3362500,120225723
"Holdings Diversificadas",20140609,35.28,12513,2553700,85905602
"Holdings Diversificadas",20140610,35.25,11094,2458400,91496411
"Holdings Diversificadas",20140611,35.19,12208,2542300,102884246
"Holdings Diversificadas",20140613,34.67,12147,3033300,101832253
"Holdings Diversificadas",20140616,34.56,9852,2260800,75759713
"Holdings Diversificadas",20140617,34.44,5613,1420500,54701625
"Holdings Diversificadas",20140618,34.80,13906,2749200,102280956
"Holdings Diversificadas",20140620,35.63,6785,1877700,62490292
"Holdings Diversificadas",20140623,35.35,7025,1850700,57556333
"Holdings Diversificadas",20140624,35.28,11481,2958800,99536305
"Holdings Diversificadas",20140625,35.40,9407,2141600,67996500
"Holdings Diversificadas",20140626,35.12,10565,2482600,80830355
"Holdings Diversificadas",20140627,34.92,7740,2062000,63934909
"Holdings Diversificadas",20140630,34.68,9678,2325400,87161474
"Holdings Diversificadas",20140701,34.62,9935,2638900,93555277
"Holdings Diversificadas",20140702,34.48,9825,2554700,86972128
"Holdings Diversificadas",20140703,34.65,8721,2630300,94134802
"Holdings Diversificadas",20140704,35.04,3060,730300,25325053
"Holdings Diversificadas",20140707,34.54,7904,3083000,102092237
"Holdings Diversificadas",20140708,34.76,5864,1348700,46136754
"Holdings Diversificadas",20140710,34.84,13150,2450100,86766522
"Holdings Diversificadas",20140711,34.83,8523,1695000,56729939
"Holdings Diversificadas",20140714,35.87,15190,2976100,101289251
"Holdings Diversificadas",20140715,35.78,10648,2136100,72046398
"Holdings Diversificadas",20140716,36.09,12272,2368000,79772202
"Holdings Diversificadas",20140717,35.49,9074,1385500,52832883
"Holdings Diversificadas",20140718,36.24,14262,2353000,95312745
"Holdings Diversificadas",20140721,36.06,9280,2052300,74787690
"Holdings Diversificadas",20140722,36.71,8553,1787900,71385750
"Holdings Diversificadas",20140723,36.57,8838,2138300,72488343
"Holdings Diversificadas",20140724,36.64,12864,3766000,120096870
"Holdings Diversificadas",20140725,36.69,6736,1527500,53626169
"Holdings Diversificadas",20140728,37.03,9354,2008700,67802259
"Holdings Diversificadas",20140729,36.56,7275,1552800,53516843
"Holdings Diversificadas",20140730,36.28,8771,2074400,68087413
"Holdings Diversificadas",20140731,36.08,11348,2983600,101096894
"Holdings Diversificadas",20140801,35.61,10468,2289200,85438299
"Holdings Diversificadas",20140804,35.76,9013,1695000,63890854
"Holdings Diversificadas",20140805,35.53,10432,2061900,82861037
"Holdings Diversificadas",20140806,35.46,10294,2220100,92480205
"Holdings Diversificadas",20140807,35.89,10404,2757200,133046003
"Holdings Diversificadas",20140808,35.59,9240,2714900,113508872
"Holdings Diversificadas",20140811,36.54,13851,3721700,182896334
"Holdings Diversificadas",20140812,36.78,9737,2139800,101068633
"Holdings Diversificadas",20140813,36.75,16652,3062200,121948762
"Holdings Diversificadas",20140814,36.64,9721,2815100,101421387
"Holdings Diversificadas",20140815,37.06,9511,2250300,87017156
"Holdings Diversificadas",20140818,37.35,9639,2125600,79767995
"Holdings Diversificadas",20140819,37.65,7909,2030900,85910008
"Holdings Diversificadas",20140820,38.02,9802,2460400,104806408
"Holdings Diversificadas",20140821,38.03,8161,1763300,69528945
"Holdings Diversificadas",20140822,38.21,6476,1424000,62184414
"Holdings Diversificadas",20140825,38.20,10764,2519600,90080217
"Holdings Diversificadas",20140826,37.97,12017,2486800,111114160
"Holdings Diversificadas",20140827,37.75,15318,3182200,134754109
"Holdings Diversificadas",20140828,37.34,12924,2879200,114895158
"Holdings Diversificadas",20140829,37.44,12006,3691100,174127118
"Holdings Diversificadas",20140901,37.11,11417,2586800,94983651
"Holdings Diversificadas",20140902,36.77,13629,3183000,99078893
"Holdings Diversificadas",20140903,37.15,10608,2286800,100116670
"Holdings Diversificadas",20140904,37.16,10863,3149900,117515835
"Holdings Diversificadas",20140905,36.94,10887,3443200,99177678
"Holdings Diversificadas",20140908,36.78,14474,3276400,117398356
"Holdings Diversificadas",20140909,35.92,10234,2492400,85577575
"Holdings Diversificadas",20140910,36.01,8580,2012900,75118378
"Holdings Diversificadas",20140911,36.34,7095,1602100,62322270
"Holdings Diversificadas",20140912,35.60,15012,4963500,153814534
"Holdings Diversificadas",20140915,35.46,11877,2563600,96412777
"Holdings Diversificadas",20140916,36.26,13877,2717100,98103180
"Holdings Diversificadas",20140917,36.05,12780,2371000,93461102
"Holdings Diversificadas",20140918,35.45,17561,2682600,94344257
"Holdings Diversificadas",20140919,35.15,8681,2139100,83204655
"Holdings Diversificadas",20140922,34.44,11588,1998700,72489647
"Holdings Diversificadas",20140923,34.07,11375,2795200,99168379
"Holdings Diversificadas",20140924,34.36,11609,2639000,88183267
"Holdings Diversificadas",20140925,34.06,9939,2688200,88032408
"Holdings Diversificadas",20140926,34.19,9667,1717100,66747877
"Holdings Diversificadas",20140929,33.58,16301,2914000,91379971
"Holdings Diversificadas",20140930,33.47,15486,3765100,137612784
"Holdings Diversificadas",20141001,33.01,20306,3619000,129490689
"Holdings Diversificadas",20141002,32.62,17832,3749000,132386417
"Holdings Diversificadas",20141003,32.82,8505,1681000,64467433
"Holdings Diversificadas",20141006,34.51,27386,4717300,186823625
"Holdings Diversificadas",20141007,34.48,15502,3915200,127073355
"Holdings Diversificadas",20141008,34.15,12359,2184900,82615897
"Holdings Diversificadas",20141009,34.13,12842,2550300,80976511
"Holdings Diversificadas",20141010,33.47,9116,1572800,54956994
"Holdings Diversificadas",20141013,34.05,14824,2109800,79051608
"Holdings Diversificadas",20141014,34.30,14960,2987900,95880391
"Holdings Diversificadas",20141015,33.10,17969,3200200,125954993
"Holdings Diversificadas",20141016,32.78,15818,3217900,128815954
"Holdings Diversificadas",20141017,33.63,12236,2869600,104704288
"Holdings Diversificadas",20141020,33.20,9829,1942600,63007525
"Holdings Diversificadas",20141021,32.51,22033,3792900,129722386
"Holdings Diversificadas",20141022,32.74,10666,2569700,83291969
"Holdings Diversificadas",20141023,32.12,20746,4117400,135166152
"Holdings Diversificadas",20141024,32.88,15134,7014100,183453470
"Holdings Diversificadas",20141027,31.54,41795,7035800,236674689
"Holdings Diversificadas",20141028,32.87,17411,4560400,143983922
"Holdings Diversificadas",20141029,32.55,16301,3380200,103752174
"Holdings Diversificadas",20141030,32.16,13509,3681100,96090744
"Holdings Diversificadas",20141031,33.23,13118,3178000,119225602
"Holdings Diversificadas",20141103,33.36,10784,2372100,88695580
"Holdings Diversificadas",20141104,33.19,14612,2816200,103957192
"Holdings Diversificadas",20141105,33.01,18017,4858100,130860444
"Holdings Diversificadas",20141106,32.36,19889,5360700,155280536
"Holdings Diversificadas",20141107,32.27,12728,4401900,112565152
"Holdings Diversificadas",20141110,32.65,9918,2777800,96644712
"Holdings Diversificadas",20141111,32.19,10642,2813200,84672271
"Holdings Diversificadas",20141112,32.58,13506,5469400,138264345
"Holdings Diversificadas",20141113,32.61,12287,2795500,97792611
"Holdings Diversificadas",20141114,32.23,14904,3538900,99337342
"Holdings Diversificadas",20141117,32.38,12137,2613800,69236258
"Holdings Diversificadas",20141118,32.71,13446,2385500,71550943
"Holdings Diversificadas",20141119,33.06,16626,3689200,114860632
"Holdings Diversificadas",20141121,34.45,25844,5025000,168587789
"Holdings Diversificadas",20141124,34.56,14446,3316600,122505093
"Holdings Diversificadas",20141125,34.23,11580,3490100,110891646
"Holdings Diversificadas",20141126,33.96,10457,3077300,96113354
"Holdings Diversificadas",20141127,34.08,7921,1729900,56332947
"Holdings Diversificadas",20141128,34.25,8985,2007000,67480391
"Holdings Diversificadas",20141201,32.91,18617,4866100,153966358
"Holdings Diversificadas",20141202,32.48,10475,2053000,65519525
"Holdings Diversificadas",20141203,32.52,7992,1961000,65438607
"Holdings Diversificadas",20141204,31.85,10296,2631300,66617847
"Holdings Diversificadas",20141205,31.78,8350,2019200,67167746
"Holdings Diversificadas",20141208,31.41,9408,2168600,64766363
"Holdings Diversificadas",20141209,30.91,10844,3072100,79687380
"Holdings Diversificadas",20141210,30.63,10493,2579300,86581971
"Holdings Diversificadas",20141211,30.43,10935,2994100,86334111
"Holdings Diversificadas",20141212,30.13,14666,3046100,100914658
"Holdings Diversificadas",20141215,29.65,15372,2917700,89664057
"Holdings Diversificadas",20141216,29.88,20699,4738800,128973279
"Holdings Diversificadas",20141217,30.59,26172,5406600,161612153
"Holdings Diversificadas",20141218,30.83,10722,2383400,60667575
"Holdings Diversificadas",20141219,31.25,12465,3713700,88631275
"Holdings Diversificadas",20141222,31.54,9402,2050200,62179238
"Holdings Diversificadas",20141223,32.12,10439,2146900,79180800
"Holdings Diversificadas",20141226,32.56,9252,1902500,63626337
"Holdings Diversificadas",20141229,32.29,9704,2366400,69003690
"Holdings Diversificadas",20141230,32.40,8119,2918400,92718190
"Holdings Diversificadas",20150102,31.49,11136,2715900,85597740
"Holdings Diversificadas",20150105,30.88,13209,2817800,90568175
"Holdings Diversificadas",20150106,30.93,12175,6517700,161410995
"Holdings Diversificadas",20150107,31.88,15376,3372900,124930011
"Holdings Diversificadas",20150108,32.10,7111,1299500,49194884
"Holdings Diversificadas",20150109,31.29,7961,2222100,78377682
"Holdings Diversificadas",20150112,30.92,9449,1728400,57089370
"Holdings Diversificadas",20150113,31.29,10425,2115900,63678258
"Holdings Diversificadas",20150114,30.91,15116,3734000,80668410
"Holdings Diversificadas",20150115,31.03,11301,2663000,82650455
"Holdings Diversificadas",20150116,31.47,11094,2105000,65896822
"Holdings Diversificadas",20150119,31.64,7332,2508800,63180523
"Holdings Diversificadas",20150120,32.04,10034,2189900,70784001
"Holdings Diversificadas",20150121,32.40,10678,2357700,92708946
"Holdings Diversificadas",20150122,32.80,12032,2327100,81065371
"Holdings Diversificadas",20150123,32.52,11914,2333000,70937261
"Holdings Diversificadas",20150126,31.88,10444,2669800,69369939
"Holdings Diversificadas",20150127,31.45,14044,3399600,95375537
"Holdings Diversificadas",20150128,31.39,13182,3911600,101196933
"Holdings Diversificadas",20150129,31.37,10685,3173600,84885403
"Holdings Diversificadas",20150130,31.36,12881,3810600,118117308
"Holdings Diversificadas",20150202,32.16,11590,3096800,89573155
"Holdings Diversificadas",20150203,33.16,20564,4697900,125868908
"Holdings Diversificadas",20150204,32.88,15138,4628400,160781335
"Holdings Diversificadas",20150205,33.11,12548,3061500,102591050
"Holdings Diversificadas",20150206,33.22,17971,6772500,177237862
"Holdings Diversificadas",20150209,33.86,16076,4159800,143205755
"Holdings Diversificadas",20150210,33.65,14661,3266800,116323782
"Holdings Diversificadas",20150211,33.34,13827,3124500,90950186
"Holdings Diversificadas",20150212,34.36,10584,3405100,129550401
"Holdings Diversificadas",20150213,34.80,14234,3791200,133480855
"Holdings Diversificadas",20150218,36.55,14512,3160900,120327850
"Holdings Diversificadas",20150219,35.27,8579,2668700,95937545
"Holdings Diversificadas",20150220,34.70,8799,2191800,97639975
"Holdings Diversificadas",20150223,34.58,10072,2227900,73188215
"Holdings Diversificadas",20150224,35.00,10700,2284000,94026719
"Holdings Diversificadas",20150225,35.09,10592,2451100,98136908
"Holdings Diversificadas",20150226,35.33,11549,3377800,140637293
"Holdings Diversificadas",20150227,35.75,16731,3557800,131439914
"Holdings Diversificadas",20150302,35.61,9784,2644600,81029480
"Holdings Diversificadas",20150303,35.52,10163,2897200,107684587
"Holdings Diversificadas",20150304,35.03,10702,2340800,95628236
"Holdings Diversificadas",20150305,34.91,13949,3533400,116507104
"Holdings Diversificadas",20150306,34.97,10038,3712800,150115544
"Holdings Diversificadas",20150309,34.61,12633,3366800,116088743
"Holdings Diversificadas",20150310,34.08,12894,2699000,102938222
"Holdings Diversificadas",20150311,34.00,11369,3735300,145129174
"Holdings Diversificadas",20150312,34.61,14531,4711400,161729687
"Holdings Diversificadas",20150313,34.16,16882,4198900,121806098
"Holdings Diversificadas",20150316,34.74,12479,3932100,143219558
"Holdings Diversificadas",20150317,35.28,18317,6749200,166614436
"Holdings Diversificadas",20150318,36.27,15644,6773300,202628337
"Holdings Diversificadas",20150319,35.90,11600,5260900,226226864
"Holdings Diversificadas",20150320,36.56,19842,10360300,293847649
"Holdings Diversificadas",20150323,11.47,4128,1406300,16904475
"Holdings Diversificadas",20150324,11.22,4298,1603300,18839707
"Holdings Diversificadas",20150325,11.07,4350,1395000,16170351
"Holdings Diversificadas",20150326,10.86,4490,1578400,17927058
"Holdings Diversificadas",20150327,10.32,8136,2629400,28405923
"Holdings Diversificadas",20150330,10.40,5574,1730100,18828945
"Holdings Diversificadas",20150331,10.12,7570,2032900,21542029
"Holdings Diversificadas",20150401,9.86,7719,2022600,20912499
"Holdings Diversificadas",20150402,10.05,5445,1625800,17088847
"Holdings Diversificadas",20150406,10.28,4747,1881300,20237798
"Holdings Diversificadas",20150407,10.50,5094,2290900,25061470
"Holdings Diversificadas",20150408,10.55,7010,2432000,26893541
"Holdings Diversificadas",20150409,10.42,7887,2212600,24077991
"Holdings Diversificadas",20150410,10.26,5082,1586300,17046257
"Holdings Diversificadas",20150413,10.18,6618,2178700,23197246
"Holdings Diversificadas",20150414,10.30,9486,3828000,41338104
"Holdings Diversificadas",20150415,10.33,8747,2526400,27355904
"Holdings Diversificadas",20150416,10.33,8758,2475600,26769048
"Holdings Diversificadas",20150417,10.16,6981,3063000,32658746
"Holdings Diversificadas",20150420,10.22,6044,2149600,23006345
"Holdings Diversificadas",20150422,10.70,17920,7423400,83175266
"Holdings Diversificadas",20150423,11.27,15094,5971900,70654918
"Holdings Diversificadas",20150424,12.06,15657,12919400,163829255
"Holdings Diversificadas",20150427,12.15,11719,5839200,70949205
"Holdings Diversificadas",20150428,11.98,9467,4570200,54886556
"Holdings Diversificadas",20150429,11.53,11505,4500100,51946851
"Holdings Diversificadas",20150430,11.59,10149,5551600,65484951
"Holdings Diversificadas",20150504,12.72,10237,3133100,39876087
"Holdings Diversificadas",20150505,13.18,12395,5691800,74921836
"Holdings Diversificadas",20150506,13.01,16312,5668700,73959920
"Holdings Diversificadas",20150507,12.59,9117,3176000,40132835
"Holdings Diversificadas",20150508,12.54,13779,3619500,45371607
"Holdings Diversificadas",20150511,12.71,5719,2229600,28379290
"Holdings Diversificadas",20150512,12.39,7732,2478000,30640237
"Holdings Diversificadas",20150513,11.73,14084,4802900,56452971
"Holdings Diversificadas",20150514,11.47,13993,5425800,62315502
"Holdings Diversificadas",20150515,11.52,7294,2647100,30485591
"Holdings Diversificadas",20150518,11.33,9945,3731200,42374654
"Holdings Diversificadas",20150519,10.87,10705,5903800,64208231
"Holdings Diversificadas",20150520,10.84,10166,2850000,30896271
"Holdings Diversificadas",20150521,10.90,9475,2977900,32456850
"Holdings Diversificadas",20150522,11.03,9446,2333300,25716699
"Holdings Diversificadas",20150525,11.19,5010,1544100,17255867
"Holdings Diversificadas",20150526,11.31,10135,3728700,42113534
"Holdings Diversificadas",20150527,11.18,13266,4784100,53585137
"Holdings Diversificadas",20150528,11.24,15573,4393100,49364771
"Holdings Diversificadas",20150529,11.40,43468,31526200,354397771
"Holdings Diversificadas",20150601,11.24,14225,3545100,39836287
"Holdings Diversificadas",20150602,11.85,15081,6079700,72264057
"Holdings Diversificadas",20150603,11.93,8382,2706500,32291898
"Holdings Diversificadas",20150605,11.76,10050,3264100,38397568
"Holdings Diversificadas",20150608,11.43,9666,2833300,32355470
"Holdings Diversificadas",20150609,11.28,7374,2643400,29848335
"Holdings Diversificadas",20150610,11.75,13604,5092800,59417515
"Holdings Diversificadas",20150611,11.96,11360,3347100,40055144
"Holdings Diversificadas",20150612,11.84,9569,1880900,22254316
"Holdings Diversificadas",20150615,11.54,7484,2001600,23101609
"Holdings Diversificadas",20150616,11.32,11218,3397000,38477308
"Holdings Diversificadas",20150617,11.19,8961,2303700,25810461
"Holdings Diversificadas",20150618,11.46,9381,3264400,37363376
"Holdings Diversificadas",20150619,11.57,5227,1387900,16079424
"Holdings Diversificadas",20150622,11.51,5358,1574400,18163778
"Holdings Diversificadas",20150623,11.46,9337,2040700,23392097
"Holdings Diversificadas",20150624,11.45,4021,1327200,15204997
"Holdings Diversificadas",20150625,11.12,8155,2955900,32845596
"Holdings Diversificadas",20150626,11.28,9295,2972700,33589724
"Holdings Diversificadas",20150629,11.03,6100,1679900,18541987
"Holdings Diversificadas",20150630,10.61,8270,3290800,34893067
"Holdings Diversificadas",20150701,10.45,7669,2301700,24077930
"Holdings Diversificadas",20150702,10.25,6763,1956900,20059690
"Holdings Diversificadas",20150703,10.06,2545,1051400,10588826
"Holdings Diversificadas",20150706,9.89,6545,1898200,18764888
"Holdings Diversificadas",20150707,9.72,8085,2855900,27768912
"Holdings Diversificadas",20150708,9.70,5318,1793500,17403683
"Holdings Diversificadas",20150710,9.82,5556,1959400,19262280
"Holdings Diversificadas",20150713,10.00,8782,3589400,35927132
"Holdings Diversificadas",20150714,9.93,5959,1857100,18470967
"Holdings Diversificadas",20150715,9.77,6155,1381000,13493526
"Holdings Diversificadas",20150716,9.78,3086,1089400,10647372
"Holdings Diversificadas",20150717,9.80,3444,994600,9742902
"Holdings Diversificadas",20150720,9.81,2514,988100,9669790
"Holdings Diversificadas",20150721,9.76,4385,1616900,15745631
"Holdings Diversificadas",20150722,9.43,8666,3004000,28374124
"Holdings Diversificadas",20150723,9.62,7197,1961200,18879567
"Holdings Diversificadas",20150724,9.30,6370,1769100,16449212
"Madeira",20080102,9.75,629,391300,16434804.16
"Madeira",20080103,9.43,1075,513200,20838128.06
"Madeira",20080104,9.09,1174,834000,32749960.97
"Madeira",20080107,9.09,505,427900,16780498.49
"Madeira",20080108,9.41,542,295300,12013932.83
"Madeira",20080109,9.13,849,910100,35741706.42
"Madeira",20080110,9.07,1023,729100,28582047.62
"Madeira",20080111,8.90,844,482900,18565431.35
"Madeira",20080114,8.64,878,594600,22074961.84
"Madeira",20080115,8.34,1657,744500,26782129.36
"Madeira",20080116,7.93,1710,931400,32037362.38
"Madeira",20080117,7.86,1165,941600,32031516.88
"Madeira",20080118,7.62,1112,860600,28382179.20
"Madeira",20080121,7.08,1201,1505000,45938732.75
"Madeira",20080122,7.51,1229,979000,31599593.63
"Madeira",20080123,7.39,966,782900,24960332.30
"Madeira",20080124,7.83,832,626800,21274866.67
"Madeira",20080128,7.73,1096,946600,31561525.10
"Madeira",20080129,8.04,958,806000,28019168.93
"Madeira",20080130,8.34,737,908700,32729731.83
"Madeira",20080131,8.11,720,772100,27078003.83
"Madeira",20080201,8.26,954,1065300,37941188.33
"Madeira",20080206,7.67,1304,853300,28297734.50
"Madeira",20080207,7.42,1200,979600,31264233.56
"Madeira",20080208,7.38,794,878900,27949233.67
"Madeira",20080211,7.65,1233,1263000,41742672.41
"Madeira",20080212,8.35,1697,1392900,49947441.91
"Madeira",20080213,8.73,1931,1193400,45025994.53
"Madeira",20080214,8.71,1080,799300,30164106.66
"Madeira",20080215,8.38,1959,1218300,43751363.47
"Madeira",20080218,8.78,811,348600,13211230.52
"Madeira",20080219,8.66,1075,677400,25419578
"Madeira",20080220,8.36,1276,786400,28259713
"Madeira",20080221,8.57,1282,779100,28879199
"Madeira",20080222,8.59,929,615300,22819171
"Madeira",20080225,8.36,2153,1457900,52488702
"Madeira",20080226,8.10,1611,1341000,46777386
"Madeira",20080227,7.97,2475,1686500,57555175
"Madeira",20080228,7.88,1769,2468500,83896808
